0.000000000000000000e+00,3.862533187821093339e-01,3.884851185995579215e-01
1.000000000000000000e+00,2.492495013058817488e-01,2.439466992775874421e-01
2.000000000000000000e+00,1.551922744346359573e-01,1.503523570277889021e-01
3.000000000000000000e+00,9.317312049399212315e-02,9.098478488822324406e-02
4.000000000000000000e+00,5.390784996829521558e-02,5.407713812078648180e-02
5.000000000000000000e+00,3.004378858163768776e-02,3.157789087345196782e-02
6.000000000000000000e+00,1.612286055335717533e-02,1.812217553713169060e-02
7.000000000000000000e+00,8.329105511044918031e-03,1.022407646664693671e-02
8.000000000000000000e+00,4.141386370105830904e-03,5.672164475254888767e-03
9.000000000000000000e+00,1.981717019239667612e-03,3.095314856892163614e-03
1.000000000000000000e+01,9.125893212007475316e-04,1.661914017123309077e-03
1.100000000000000000e+01,4.044502216447498546e-04,8.781580011219602489e-04
1.200000000000000000e+01,1.725259334235224008e-04,4.567791943417218994e-04
1.300000000000000000e+01,7.084504126734857783e-05,2.339458101622136259e-04
1.400000000000000000e+01,2.801018815380038561e-05,1.180054527930459834e-04
1.500000000000000000e+01,1.066538890204818619e-05,5.863624983505388220e-05
1.600000000000000000e+01,3.912086537147840248e-06,2.870807825461636612e-05
1.700000000000000000e+01,1.382739550387258396e-06,1.385190748111766116e-05
1.800000000000000000e+01,4.710984342659169546e-07,6.588303201482836049e-06
1.900000000000000000e+01,1.547639165074633233e-07,3.089473951457369709e-06
2.000000000000000000e+01,4.904205010991493864e-08,1.428658474662367383e-06
2.100000000000000000e+01,1.499573279993013792e-08,6.516116190022198015e-07
2.200000000000000000e+01,4.426191827424093066e-09,2.931885799785016992e-07
2.300000000000000000e+01,1.261602089214982925e-09,1.301614117551616680e-07
2.400000000000000000e+01,3.473860250190857981e-10,5.702581018846077052e-08
2.500000000000000000e+01,9.244200913863045189e-11,2.465980981122627959e-08
2.600000000000000000e+01,2.378281594337591132e-11,1.052713332389596415e-08
2.700000000000000000e+01,5.917846516213804548e-12,4.437147870978276680e-09
2.800000000000000000e+01,1.424753275896609495e-12,1.846887771478992330e-09
2.900000000000000000e+01,3.320161052453715835e-13,7.592549934137686367e-10
3.000000000000000000e+01,7.491844173563904193e-14,3.083269008786877571e-10
3.100000000000000000e+01,1.637545244836912970e-14,1.237018659493230912e-10
3.200000000000000000e+01,3.468453155053551832e-15,4.903939185305177521e-11
3.300000000000000000e+01,7.121592912029419315e-16,1.921229847328179437e-11
3.400000000000000000e+01,1.417998574262753107e-16,7.439418576294985384e-12
3.500000000000000000e+01,2.738974072252232885e-17,2.847624335423918044e-12
3.600000000000000000e+01,5.134133917247202843e-18,1.077625103282466051e-12
3.700000000000000000e+01,9.342538894966404110e-19,4.032273538942812273e-13
3.800000000000000000e+01,1.650939156537266138e-19,1.492053113392345691e-13
3.900000000000000000e+01,2.834131903300951530e-20,5.460395657428530202e-14
4.000000000000000000e+01,4.727747898611105938e-21,1.976613812643811641e-14
4.100000000000000000e+01,7.666188480972390088e-22,7.078294763272381224e-15
4.200000000000000000e+01,1.208754864866101090e-22,2.507810367855582556e-15
4.300000000000000000e+01,1.853811243781493578e-23,8.791622674340340287e-16
4.400000000000000000e+01,2.766261739620322888e-24,3.049999193179650516e-16
4.500000000000000000e+01,4.017458796242319681e-25,1.047210023409321846e-16
4.600000000000000000e+01,5.680249230515144632e-26,3.558912568935675139e-17
4.700000000000000000e+01,7.821073888901330211e-27,1.197279249431681931e-17
4.800000000000000000e+01,1.048988626002260033e-27,3.987607824918177119e-18
4.900000000000000000e+01,1.370881273665137263e-28,1.314957238225284949e-18
5.000000000000000000e+01,1.746106429216957327e-29,4.293737920735625307e-19
5.100000000000000000e+01,2.168194047819818081e-30,1.388435867659054479e-19
5.200000000000000000e+01,2.625395407303191435e-31,4.446552018123474101e-20
5.300000000000000000e+01,3.100785674532523409e-32,1.410484383227113133e-20
5.400000000000000000e+01,3.573043134864032725e-33,4.432001204170033980e-21
5.500000000000000000e+01,4.017926215285079246e-34,1.379611269780555379e-21
5.600000000000000000e+01,4.410245978169342395e-35,4.254776468097320968e-22
5.700000000000000000e+01,4.726335139765089878e-36,1.300160876423932236e-22
5.800000000000000000e+01,4.946395645823458019e-37,3.936898944508500729e-23
5.900000000000000000e+01,5.056493830283281823e-38,1.181365024608703965e-23
6.000000000000000000e+01,5.050162403606619724e-39,3.513353233037036430e-24
6.100000000000000000e+01,4.928908765197659444e-40,1.035623650121454125e-24
6.200000000000000000e+01,4.701970802871947262e-41,3.025927392611993892e-25
6.300000000000000000e+01,4.385119531093819149e-42,8.764452983669790388e-26
6.400000000000000000e+01,3.998933210428047882e-43,2.516712988849903716e-26
6.500000000000000000e+01,3.566604703784307483e-44,7.165019185337803751e-27
