# Generated by QuTiP: 200x4 real matrix in decimal format [',' separated values].
0.0000000000,9.5083315553,0.9999992761,0.9999999570
0.0007537688,9.5187456922,0.9999991494,0.9999999556
0.0015075377,9.5499347085,0.9999962952,0.9999999532
0.0022613065,9.6017402968,0.9999842241,0.9999999488
0.0030150754,9.6738931171,0.9999510527,0.9999999424
0.0037688442,9.7660085957,0.9998793686,0.9999999339
0.0045226131,9.8775806123,0.9997457498,0.9999999229
0.0052763819,10.0079760383,0.9995208561,0.9999999094
0.0060301508,10.1564310064,0.9991701129,0.9999998931
0.0067839196,10.3220507936,0.9986553446,0.9999998739
0.0075376884,10.5038126564,0.9979365804,0.9999998515
0.0082914573,10.7005718062,0.9969736720,0.9999998258
0.0090452261,10.9110759138,0.9957298256,0.9999997972
0.0097989950,11.1339790224,0.9941728617,0.9999997653
0.0105527638,11.3678616538,0.9922773209,0.9999997305
0.0113065327,11.6112519840,0.9900253640,0.9999996925
0.0120603015,11.8626503508,0.9874079239,0.9999996520
0.0128140704,12.1205517765,0.9844242460,0.9999996093
0.0135678392,12.3834686255,0.9810813515,0.9999995642
0.0143216080,12.6499542197,0.9773940863,0.9999995174
0.0150753769,12.9186195517,0.9733831104,0.9999994692
0.0158291457,13.1881506890,0.9690741454,0.9999994199
0.0165829146,13.4573215901,0.9644966229,0.9999993699
0.0173366834,13.7250038463,0.9596824549,0.9999993195
0.0180904523,13.9901733611,0.9546649523,0.9999992693
0.0188442211,14.2519132336,0.9494776377,0.9999992192
0.0195979899,14.5094149836,0.9441535536,0.9999991693
0.0203517588,14.7619777667,0.9387248072,0.9999991204
0.0211055276,15.0090034892,0.9332216293,0.9999990728
0.0218592965,15.2499921546,0.9276721278,0.9999990264
0.0226130653,15.4845362522,0.9221021832,0.9999989813
0.0233668342,15.7123135284,0.9165352275,0.9999989378
0.0241206030,15.9330795044,0.9109921720,0.9999988960
0.0248743719,16.1466599703,0.9054914537,0.9999988561
0.0256281407,16.3529434933,0.9000491293,0.9999988180
0.0263819095,16.5518739725,0.8946789733,0.9999987818
0.0271356784,16.7434431585,0.8893925319,0.9999987472
0.0278894472,16.9276862048,0.8841997413,0.9999987149
0.0286432161,17.1046722798,0.8791084096,0.9999986846
0.0293969849,17.2745009505,0.8741248185,0.9999986562
0.0301507538,17.4372969973,0.8692538697,0.9999986297
0.0309045226,17.5932053285,0.8644991438,0.9999986049
0.0316582915,17.7423874576,0.8598631617,0.9999985819
0.0324120603,17.8850175370,0.8553474543,0.9999985606
0.0331658291,18.0212794225,0.8509527339,0.9999985408
0.0339195980,18.1513638462,0.8466789930,0.9999985225
0.0346733668,18.2754666751,0.8425257226,0.9999985061
0.0354271357,18.3937849462,0.8384916577,0.9999984905
0.0361809045,18.5065180972,0.8345753861,0.9999984760
0.0369346734,18.6138644499,0.8307750451,0.9999984624
0.0376884422,18.7160210240,0.8270885775,0.9999984500
0.0384422111,18.8131819788,0.8235136683,0.9999984383
0.0391959799,18.9055381472,0.8200478636,0.9999984274
0.0399497487,18.9932763647,0.8166886017,0.9999984172
0.0407035176,19.0765789438,0.8134332440,0.9999984074
0.0414572864,19.1556235096,0.8102791386,0.9999983979
0.0422110553,19.2305825182,0.8072236100,0.9999983887
0.0429648241,19.3016231756,0.8042640026,0.9999983797
0.0437185930,19.3689072676,0.8013976884,0.9999983705
0.0444723618,19.4325913196,0.7986221120,0.9999983614
0.0452261307,19.4928262840,0.7959347563,0.9999983519
0.0459798995,19.5497578655,0.7933331973,0.9999983420
0.0467336683,19.6035264297,0.7908150888,0.9999983316
0.0474874372,19.6542672424,0.7883781830,0.9999983206
0.0482412060,19.7021104915,0.7860203259,0.9999983087
0.0489949749,19.7471814687,0.7837394662,0.9999982960
0.0497487437,19.7896007367,0.7815336575,0.9999982821
0.0505025126,19.8294842369,0.7794010547,0.9999982671
0.0512562814,19.8669435398,0.7773399265,0.9999982507
0.0520100503,19.9020859419,0.7753486455,0.9999982327
0.0527638191,19.9350147327,0.7734256985,0.9999982132
0.0535175879,19.9658292892,0.7715696767,0.9999981917
0.0542713568,19.9946252298,0.7697792748,0.9999981683
0.0550251256,20.0214947330,0.7680533040,0.9999981426
0.0557788945,20.0465265683,0.7663906787,0.9999981147
0.0565326633,20.0698063047,0.7647904169,0.9999980843
0.0572864322,20.0914163652,0.7632516256,0.9999980512
0.0580402010,20.1114363970,0.7617735278,0.9999980152
0.0587939698,20.1299432492,0.7603554394,0.9999979762
0.0595477387,20.1470112226,0.7589967784,0.9999979339
0.0603015075,20.1627121599,0.7576970584,0.9999978882
0.0610552764,20.1771154712,0.7564558726,0.9999978388
0.0618090452,20.1902885425,0.7552729279,0.9999977857
0.0625628141,20.2022965609,0.7541480037,0.9999977286
0.0633165829,20.2132028126,0.7530809777,0.9999976672
0.0640703518,20.2230687538,0.7520718053,0.9999976015
0.0648241206,20.2319540880,0.7511205319,0.9999975313
0.0655778894,20.2399168991,0.7502272837,0.9999974563
0.0663316583,20.2470137160,0.7493922634,0.9999973764
0.0670854271,20.2532996562,0.7486157555,0.9999972914
0.0678391960,20.2588284802,0.7478981171,0.9999972012
0.0685929648,20.2636526782,0.7472397799,0.9999971057
0.0693467337,20.2678235304,0.7466412426,0.9999970047
0.0701005025,20.2713912351,0.7461030764,0.9999968982
0.0708542714,20.2744049100,0.7456259131,0.9999967859
0.0716080402,20.2769127232,0.7452104504,0.9999966680
0.0723618090,20.2789618978,0.7448574411,0.9999965443
0.0731155779,20.2805987949,0.7445676942,0.9999964148
