# Generated by QuTiP: 500x5 real matrix in decimal format [',' separated values].
0.0000000000,nan,nan,-0.1210000000,-1.2100000000
0.0801603206,-0.1181652460,-0.3630770086,-0.1182419812,-0.3630885116
0.1603206413,-0.1105940659,-0.1171208165,-0.1106740219,-0.1171336183
0.2404809619,-0.0999214368,-0.0550051483,-0.1000060444,-0.0550182891
0.3206412826,-0.0880251919,-0.0315626567,-0.0881151379,-0.0315759268
0.4008016032,-0.0763355091,-0.0203869109,-0.0764308589,-0.0204002430
0.4809619238,-0.0656709095,-0.0142268284,-0.0657713261,-0.0142401949
0.5611222445,-0.0563596632,-0.0104815650,-0.0564646107,-0.0104949526
0.6412825651,-0.0484306512,-0.0080381642,-0.0485395360,-0.0080515658
0.7214428858,-0.0417657987,-0.0063572166,-0.0418780497,-0.0063706279
0.8016032064,-0.0361937456,-0.0051519573,-0.0363088512,-0.0051653758
0.8817635271,-0.0315383987,-0.0042586467,-0.0316559176,-0.0042720707
0.9619238477,-0.0276401834,-0.0035783231,-0.0277597436,-0.0035917516
1.0420841683,-0.0243629212,-0.0030483398,-0.0244842124,-0.0030617718
1.1222444890,-0.0215939675,-0.0026274826,-0.0217167322,-0.0026409177
1.2024048096,-0.0192416401,-0.0022877423,-0.0193656650,-0.0023011801
1.2825651303,-0.0172318860,-0.0020095473,-0.0173569942,-0.0020229874
1.3627254509,-0.0155050415,-0.0017788888,-0.0156310858,-0.0017923311
1.4428857715,-0.0140130057,-0.0015855267,-0.0141398630,-0.0015989709
1.5230460922,-0.0127168981,-0.0014218358,-0.0128444653,-0.0014352819
1.6032064128,-0.0115851715,-0.0012820439,-0.0117133618,-0.0012954917
1.6833667335,-0.0105921120,-0.0011617166,-0.0107208519,-0.0011751661
1.7635270541,-0.0097166562,-0.0010574021,-0.0098458831,-0.0010708533
1.8436873747,-0.0089414607,-0.0009663808,-0.0090711211,-0.0009798337
1.9238476954,-0.0082521703,-0.0008864870,-0.0083822183,-0.0008999414
2.0040080160,-0.0076368411,-0.0008159784,-0.0077672372,-0.0008294344
2.0841683367,-0.0070854848,-0.0007534408,-0.0072161947,-0.0007668984
2.1643286573,-0.0065897063,-0.0006977167,-0.0067207002,-0.0007111758
2.2444889780,-0.0061424161,-0.0006478512,-0.0062736680,-0.0006613119
2.3246492986,-0.0057375985,-0.0006030511,-0.0058690856,-0.0006165134
2.4048096192,-0.0053701267,-0.0005626529,-0.0055018289,-0.0005761168
2.4849699399,-0.0050356123,-0.0005260983,-0.0051675119,-0.0005395637
2.5651302605,-0.0047302832,-0.0004929148,-0.0048623644,-0.0005063818
2.6452905812,-0.0044508845,-0.0004627002,-0.0045831335,-0.0004761689
2.7254509018,-0.0041945969,-0.0004351108,-0.0043270011,-0.0004485811
2.8056112224,-0.0039589692,-0.0004098510,-0.0040915175,-0.0004233229
2.8857715431,-0.0037418630,-0.0003866658,-0.0038745456,-0.0004001393
2.9659318637,-0.0035414069,-0.0003653340,-0.0036742145,-0.0003788091
3.0460921844,-0.0033559571,-0.0003456632,-0.0034888817,-0.0003591400
3.1262525050,-0.0031840663,-0.0003274854,-0.0033171005,-0.0003409638
3.2064128257,-0.0030244556,-0.0003106532,-0.0031575927,-0.0003241332
3.2865731463,-0.0028759922,-0.0002950370,-0.0030092261,-0.0003085186
3.3667334669,-0.0027376700,-0.0002805224,-0.0028709951,-0.0002940057
3.4468937876,-0.0026085929,-0.0002670083,-0.0027420040,-0.0002804931
3.5270541082,-0.0024879609,-0.0002544047,-0.0026214534,-0.0002678911
3.6072144289,-0.0023750581,-0.0002426316,-0.0025086275,-0.0002561196
3.6873747495,-0.0022692425,-0.0002316177,-0.0024028848,-0.0002451073
3.7675350701,-0.0021699367,-0.0002212990,-0.0023036481,-0.0002347901
3.8476953908,-0.0020766208,-0.0002116183,-0.0022103978,-0.0002251109
3.9278557114,-0.0019888253,-0.0002025240,-0.0021226646,-0.0002160181
4.0080160321,-0.0019061258,-0.0001939697,-0.0020400243,-0.0002074653
4.0881763527,-0.0018281375,-0.0001859134,-0.0019620922,-0.0001994105
4.1683366733,-0.0017545111,-0.0001783174,-0.0018885193,-0.0001918158
4.2484969940,-0.0016849290,-0.0001711471,-0.0018189879,-0.0001846468
4.3286573146,-0.0016191017,-0.0001643713,-0.0017532089,-0.0001778724
4.4088176353,-0.0015567653,-0.0001579617,-0.0016909182,-0.0001714640
4.4889779559,-0.0014976783,-0.0001518923,-0.0016318747,-0.0001653958
4.5691382766,-0.0014416199,-0.0001461395,-0.0015758574,-0.0001596441
4.6492985972,-0.0013883875,-0.0001406816,-0.0015226638,-0.0001541873
4.7294589178,-0.0013377952,-0.0001354989,-0.0014721082,-0.0001490055
4.8096192385,-0.0012896720,-0.0001305731,-0.0014240195,-0.0001440806
4.8897795591,-0.0012438607,-0.0001258876,-0.0013782405,-0.0001393959
4.9699398798,-0.0012002160,-0.0001214270,-0.0013346261,-0.0001349361
5.0501002004,-0.0011586042,-0.0001171771,-0.0012930424,-0.0001306868
5.1302605210,-0.0011189015,-0.0001131249,-0.0012533658,-0.0001266352
5.2104208417,-0.0010809936,-0.0001092584,-0.0012154818,-0.0001227691
5.2905811623,-0.0010447742,-0.0001055664,-0.0011792843,-0.0001190774
5.3707414830,-0.0010101453,-0.0001020385,-0.0011446750,-0.0001155497
5.4509018036,-0.0009770154,-0.0000986653,-0.0011115627,-0.0001121765
5.5310621242,-0.0009452998,-0.0000954377,-0.0010798624,-0.0001089488
5.6112224449,-0.0009149195,-0.0000923476,-0.0010494953,-0.0001058585
5.6913827655,-0.0008858012,-0.0000893874,-0.0010203878,-0.0001028978
5.7715430862,-0.0008578763,-0.0000865497,-0.0009924714,-0.0001000596
5.8517034068,-0.0008310809,-0.0000838281,-0.0009656821,-0.0000973373
5.9318637275,-0.0008053554,-0.0000812163,-0.0009399603,-0.0000947245
6.0120240481,-0.0007806441,-0.0000787084,-0.0009152502,-0.0000922156
6.0921843687,-0.0007568947,-0.0000762992,-0.0008914994,-0.0000898050
6.1723446894,-0.0007340584,-0.0000739834,-0.0008686591,-0.0000874877
6.2525050100,-0.0007120895,-0.0000717564,-0.0008466834,-0.0000852590
6.3326653307,-0.0006909450,-0.0000696137,-0.0008255294,-0.0000831143
6.4128256513,-0.0006705847,-0.0000675512,-0.0008051566,-0.0000810496
6.4929859719,-0.0006509708,-0.0000655650,-0.0007855272,-0.0000790608
6.5731462926,-0.0006320676,-0.0000636513,-0.0007666054,-0.0000771444
6.6533066132,-0.0006138419,-0.0000618067,-0.0007483578,-0.0000752968
6.7334669339,-0.0005962620,-0.0000600281,-0.0007307528,-0.0000735148
6.8136272545,-0.0005792983,-0.0000583122,-0.0007137606,-0.0000717953
6.8937875752,-0.0005629230,-0.0000566563,-0.0006973531,-0.0000701355
6.9739478958,-0.0005471096,-0.0000550577,-0.0006815039,-0.0000685325
7.0541082164,-0.0005318334,-0.0000535137,-0.0006661880,-0.0000669839
7.1342685371,-0.0005170707,-0.0000520220,-0.0006513817,-0.0000654872
7.2144288577,-0.0005027995,-0.0000505803,-0.0006370628,-0.0000640401
7.2945891784,-0.0004889988,-0.0000491864,-0.0006232101,-0.0000626404
7.3747494990,-0.0004756487,-0.0000478383,-0.0006098036,-0.0000612861
7.4549098196,-0.0004627305,-0.0000465341,-0.0005968243,-0.0000599753
7.5350701403,-0.0004502265,-0.0000452720,-0.0005842545,-0.0000587061
7.6152304609,-0.0004381197,-0.0000440502,-0.0005720770,-0.0000574767
7.6953907816,-0.0004263942,-0.0000428671,-0.0005602757,-0.0000562856
7.7755511022,-0.0004150350,-0.0000417212,-0.0005488353,-0.0000551311
7.8557114228,-0.0004040276,-0.0000406109,-0.0005377412,-0.0000540118
7.9358717435,-0.0003933584,-0.0000395350,-0.0005269797,-0.0000529262
8.0160320641,-0.0003830146,-0.0000384920,-0.0005165376,-0.0000518730
8.0961923848,-0.0003729838,-0.0000374807,-0.0005064023,-0.0000508509
8.1763527054,-0.0003632543,-0.0000365000,-0.0004965621,-0.0000498588
8.2565130261,-0.0003538152,-0.0000355487,-0.0004870056,-0.0000488954
8.3366733467,-0.0003446558,-0.0000346257,-0.0004777219,-0.0000479596
8.4168336673,-0.0003357661,-0.0000337299,-0.0004687008,-0.0000470505
8.4969939880,-0.0003271365,-0.0000328606,-0.0004599326,-0.0000461670
8.5771543086,-0.0003187580,-0.0000320166,-0.0004514078,-0.0000453081
8.6573146293,-0.0003106220,-0.0000311971,-0.0004431176,-0.0000444730
8.7374749499,-0.0003027202,-0.0000304013,-0.0004350534,-0.0000436607
8.8176352705,-0.0002950447,-0.0000296284,-0.0004272071,-0.0000428706
8.8977955912,-0.0002875882,-0.0000288777,-0.0004195709,-0.0000421016
8.9779559118,-0.0002803434,-0.0000281483,-0.0004121374,-0.0000413532
9.0581162325,-0.0002733036,-0.0000274396,-0.0004048995,-0.0000406245
9.1382765531,-0.0002664624,-0.0000267510,-0.0003978504,-0.0000399150
9.2184368737,-0.0002598135,-0.0000260818,-0.0003909836,-0.0000392238
9.2985971944,-0.0002533511,-0.0000254314,-0.0003842929,-0.0000385505
9.3787575150,-0.0002470696,-0.0000247993,-0.0003777723,-0.0000378944
9.4589178357,-0.0002409637,-0.0000241849,-0.0003714161,-0.0000372548
9.5390781563,-0.0002350282,-0.0000235877,-0.0003652188,-0.0000366313
9.6192384770,-0.0002292584,-0.0000230072,-0.0003591752,-0.0000360234
9.6993987976,-0.0002236494,-0.0000224430,-0.0003532802,-0.0000354304
9.7795591182,-0.0002181971,-0.0000218945,-0.0003475290,-0.0000348520
9.8597194389,-0.0002128971,-0.0000213614,-0.0003419170,-0.0000342876
9.9398797595,-0.0002077454,-0.0000208432,-0.0003364397,-0.0000337368
10.0200400802,-0.0002027381,-0.0000203396,-0.0003310929,-0.0000331992
10.1002004008,-0.0001978717,-0.0000198502,-0.0003258724,-0.0000326744
10.1803607214,-0.0001931427,-0.0000193747,-0.0003207743,-0.0000321618
10.2605210421,-0.0001885477,-0.0000189126,-0.0003157948,-0.0000316613
10.3406813627,-0.0001840836,-0.0000184637,-0.0003109303,-0.0000311723
10.4208416834,-0.0001797474,-0.0000180277,-0.0003061772,-0.0000306946
10.5010020040,-0.0001755361,-0.0000176043,-0.0003015322,-0.0000302278
10.5811623246,-0.0001714471,-0.0000171932,-0.0002969920,-0.0000297715
10.6613226453,-0.0001674777,-0.0000167942,-0.0002925535,-0.0000293255
10.7414829659,-0.0001636256,-0.0000164069,-0.0002882137,-0.0000288895
10.8216432866,-0.0001598882,-0.0000160312,-0.0002839696,-0.0000284631
10.9018036072,-0.0001562634,-0.0000156668,-0.0002798186,-0.0000280461
10.9819639279,-0.0001527491,-0.0000153136,-0.0002757578,-0.0000276381
11.0621242485,-0.0001493432,-0.0000149712,-0.0002717848,-0.0000272390
11.1422845691,-0.0001460437,-0.0000146396,-0.0002678969,-0.0000268485
11.2224448898,-0.0001428489,-0.0000143185,-0.0002640918,-0.0000264664
11.3026052104,-0.0001397569,-0.0000140078,-0.0002603671,-0.0000260923
11.3827655311,-0.0001367662,-0.0000137072,-0.0002567206,-0.0000257261
11.4629258517,-0.0001338751,-0.0000134166,-0.0002531502,-0.0000253676
11.5430861723,-0.0001310821,-0.0000131360,-0.0002496536,-0.0000250165
11.6232464930,-0.0001283858,-0.0000128650,-0.0002462290,-0.0000246726
11.7034068136,-0.0001257848,-0.0000126036,-0.0002428743,-0.0000243358
11.7835671343,-0.0001232779,-0.0000123517,-0.0002395876,-0.0000240058
11.8637274549,-0.0001208637,-0.0000121092,-0.0002363672,-0.0000236825
11.9438877756,-0.0001185410,-0.0000118758,-0.0002332112,-0.0000233657
12.0240480962,-0.0001163088,-0.0000116516,-0.0002301180,-0.0000230552
12.1042084168,-0.0001141660,-0.0000114363,-0.0002270859,-0.0000227509
12.1843687375,-0.0001121114,-0.0000112299,-0.0002241133,-0.0000224525
12.2645290581,-0.0001101441,-0.0000110323,-0.0002211986,-0.0000221600
12.3446893788,-0.0001082630,-0.0000108434,-0.0002183404,-0.0000218731
12.4248496994,-0.0001064673,-0.0000106630,-0.0002155372,-0.0000215918
12.5050100200,-0.0001047560,-0.0000104912,-0.0002127876,-0.0000213159
12.5851703407,-0.0001031281,-0.0000103277,-0.0002100902,-0.0000210452
12.6653306613,-0.0001015829,-0.0000101726,-0.0002074438,-0.0000207796
12.7454909820,-0.0001001193,-0.0000100257,-0.0002048471,-0.0000205191
12.8256513026,-0.0000987365,-0.0000098869,-0.0002022987,-0.0000202634
12.9058116232,-0.0000974336,-0.0000097562,-0.0001997977,-0.0000200125
12.9859719439,-0.0000962098,-0.0000096334,-0.0001973426,-0.0000197662
13.0661322645,-0.0000950640,-0.0000095185,-0.0001949326,-0.0000195244
13.1462925852,-0.0000939955,-0.0000094114,-0.0001925664,-0.0000192870
13.2264529058,-0.0000930032,-0.0000093119,-0.0001902430,-0.0000190540
13.3066132265,-0.0000920863,-0.0000092201,-0.0001879613,-0.0000188251
13.3867735471,-0.0000912436,-0.0000091357,-0.0001857205,-0.0000186003
13.4669338677,-0.0000904742,-0.0000090587,-0.0001835195,-0.0000183795
13.5470941884,-0.0000897770,-0.0000089890,-0.0001813573,-0.0000181627
13.6272545090,-0.0000891510,-0.0000089265,-0.0001792331,-0.0000179496
13.7074148297,-0.0000885948,-0.0000088710,-0.0001771460,-0.0000177403
13.7875751503,-0.0000881074,-0.0000088225,-0.0001750951,-0.0000175346
13.8677354709,-0.0000876874,-0.0000087807,-0.0001730796,-0.0000173325
13.9478957916,-0.0000873336,-0.0000087457,-0.0001710987,-0.0000171339
14.0280561122,-0.0000870444,-0.0000087171,-0.0001691516,-0.0000169386
14.1082164329,-0.0000868184,-0.0000086950,-0.0001672376,-0.0000167467
14.1883767535,-0.0000866540,-0.0000086790,-0.0001653558,-0.0000165580
14.2685370741,-0.0000865497,-0.0000086692,-0.0001635056,-0.0000163725
14.3486973948,-0.0000865037,-0.0000086652,-0.0001616862,-0.0000161900
14.4288577154,-0.0000865143,-0.0000086669,-0.0001598971,-0.0000160107
14.5090180361,-0.0000865794,-0.0000086741,-0.0001581375,-0.0000158342
14.5891783567,-0.0000866973,-0.0000086867,-0.0001564067,-0.0000156607
14.6693386774,-0.0000868658,-0.0000087044,-0.0001547042,-0.0000154900
14.7494989980,-0.0000870828,-0.0000087270,-0.0001530293,-0.0000153221
14.8296593186,-0.0000873461,-0.0000087543,-0.0001513815,-0.0000151569
14.9098196393,-0.0000876534,-0.0000087860,-0.0001497601,-0.0000149944
14.9899799599,-0.0000880023,-0.0000088219,-0.0001481646,-0.0000148344
15.0701402806,-0.0000883904,-0.0000088618,-0.0001465945,-0.0000146771
15.1503006012,-0.0000888151,-0.0000089054,-0.0001450492,-0.0000145222
15.2304609218,-0.0000892738,-0.0000089524,-0.0001435282,-0.0000143697
15.3106212425,-0.0000897639,-0.0000090026,-0.0001420310,-0.0000142196
15.3907815631,-0.0000902826,-0.0000090557,-0.0001405570,-0.0000140719
15.4709418838,-0.0000908272,-0.0000091114,-0.0001391059,-0.0000139264
15.5511022044,-0.0000913948,-0.0000091695,-0.0001376772,-0.0000137832
15.6312625251,-0.0000919825,-0.0000092295,-0.0001362703,-0.0000136422
15.7114228457,-0.0000925875,-0.0000092914,-0.0001348849,-0.0000135034
15.7915831663,-0.0000932068,-0.0000093546,-0.0001335205,-0.0000133667
