0.000000000000000000e+00,5.092635581315945482e-16,1.203100822567330792e-14
1.000000000000000000e+00,1.971265904967184698e-15,3.007752056418326870e-13
2.000000000000000000e+00,3.234511000934858146e-14,4.296788652026181272e-12
3.000000000000000000e+00,4.440728384292891700e-13,4.296788652026181434e-11
4.000000000000000000e+00,4.721337939594373424e-12,3.305222040020139445e-10
5.000000000000000000e+00,4.042641533920134760e-11,2.065763775012586455e-09
6.000000000000000000e+00,2.881624823016636588e-10,1.087244092111887686e-08
7.000000000000000000e+00,1.752020265312373753e-09,4.942018600508580573e-08
8.000000000000000000e+00,9.254563925274530854e-09,1.976807440203432759e-07
9.000000000000000000e+00,4.308648424733664634e-08,7.060026572155114386e-07
1.000000000000000000e+01,1.788656873173778566e-07,2.277427926501649624e-06
1.100000000000000000e+01,6.684278847251514287e-07,6.698317430887207518e-06
1.200000000000000000e+01,2.266691617845034180e-06,1.810356062401947676e-05
1.300000000000000000e+01,7.022481585189074383e-06,4.525890156004869528e-05
1.400000000000000000e+01,1.999354412267932365e-05,1.052532594419737267e-04
1.500000000000000000e+01,5.257776671675557027e-05,2.288114335695080838e-04
1.600000000000000000e+01,1.282838431467804260e-04,4.669621093255266241e-04
1.700000000000000000e+01,2.915561749899060816e-04,8.980040563952440416e-04
1.800000000000000000e+01,6.194281324252595526e-04,1.632734647991352902e-03
1.900000000000000000e+01,1.234126414215202389e-03,2.815059737916125737e-03
2.000000000000000000e+01,2.312473614368176777e-03,4.614852029370699465e-03
2.100000000000000000e+01,4.085791034443585212e-03,7.210706295891718132e-03
2.200000000000000000e+01,6.823266315780248878e-03,1.076224820282345972e-02
2.300000000000000000e+01,1.079377465831870934e-02,1.537464028974780059e-02
2.400000000000000000e+01,1.620657884709704455e-02,2.106115108184630769e-02
2.500000000000000000e+01,2.313936546665077559e-02,2.771204089716620272e-02
2.600000000000000000e+01,3.147018856952820548e-02,3.507853278122302632e-02
2.700000000000000000e+01,4.083455133021351297e-02,4.277869851368663184e-02
2.800000000000000000e+01,5.062699042778667780e-02,5.032788060433725230e-02
2.900000000000000000e+01,6.005719478365439956e-02,5.719077341401959669e-02
3.000000000000000000e+01,6.825600578329797663e-02,6.284700375166990538e-02
3.100000000000000000e+01,7.441133154668382044e-02,6.685851462943603885e-02
3.200000000000000000e+01,7.790359938243843207e-02,6.892630374168663698e-02
3.300000000000000000e+01,7.840888328813699903e-02,6.892630374168667862e-02
3.400000000000000000e+01,7.594602305964612277e-02,6.691874149678318784e-02
3.500000000000000000e+01,7.085906693561305758e-02,6.313088820451243088e-02
3.600000000000000000e+01,6.374305627217638492e-02,5.791824605918567681e-02
3.700000000000000000e+01,5.533417278393683303e-02,5.171271969570152144e-02
3.800000000000000000e+01,4.639105310821588224e-02,4.496758234408829158e-02
3.900000000000000000e+01,3.759196846421650889e-02,3.810812063058328231e-02
4.000000000000000000e+01,2.946453099485359106e-02,3.149431457072998652e-02
4.100000000000000000e+01,2.235405034013189518e-02,2.539864078284677015e-02
4.200000000000000000e+01,1.642705770158929546e-02,1.999892975027304717e-02
4.300000000000000000e+01,1.170016088695756060e-02,1.538379211559464874e-02
4.400000000000000000e+01,8.082056018651138582e-03,1.156676098916891750e-02
4.500000000000000000e+01,5.417612873902962617e-03,8.504971315565372503e-03
4.600000000000000000e+01,3.526124546648179252e-03,6.118684399687319801e-03
4.700000000000000000e+01,2.229607379616803907e-03,4.308932675836140216e-03
4.800000000000000000e+01,1.370339980099489780e-03,2.971677707473201376e-03
4.900000000000000000e+01,8.190619730172295568e-04,2.007890342887297137e-03
5.000000000000000000e+01,4.763264562635328211e-04,1.329728703898872206e-03
5.100000000000000000e+01,2.696468367322193320e-04,8.634601973369304640e-04
5.200000000000000000e+01,1.486566806303258302e-04,5.499746479853057698e-04
5.300000000000000000e+01,7.984740650826052113e-05,3.437341549908162416e-04
5.400000000000000000e+01,4.180292588271255767e-05,2.108798496876173288e-04
5.500000000000000000e+01,2.134017471742125142e-05,1.270360540286851663e-04
5.600000000000000000e+01,1.062685359964017965e-05,7.516926273886697014e-05
5.700000000000000000e+01,5.164059556458788266e-06,4.370305973189940392e-05
5.800000000000000000e+01,2.449721082290311281e-06,2.497317698965680999e-05
5.900000000000000000e+01,1.134840539072268969e-06,1.402987471329033938e-05
6.000000000000000000e+01,5.135644596665071209e-07,7.751311996293003636e-06
6.100000000000000000e+01,2.271127457044178031e-07,4.212669563202717158e-06
6.200000000000000000e+01,9.817809410948013763e-08,2.252764472300918758e-06
6.300000000000000000e+01,4.150019697072723714e-08,1.185665511737325952e-06
6.400000000000000000e+01,1.715853168098163832e-08,6.143344620400653554e-07
6.500000000000000000e+01,6.941168649893067791e-09,3.134359500204416105e-07
6.600000000000000000e+01,2.748096912569209065e-09,1.575055025228350053e-07
6.700000000000000000e+01,1.065122182334541018e-09,7.797302105090849617e-08
6.800000000000000000e+01,4.042521828975071004e-10,3.803562002483338000e-08
6.900000000000000000e+01,1.502814216046134611e-10,1.828635578116987858e-08
7.000000000000000000e+01,5.473555663545435402e-11,8.666519327568670595e-09
7.100000000000000000e+01,1.953680347639253120e-11,4.049775386714333128e-09
7.200000000000000000e+01,6.835381765162180745e-12,1.866255938578034169e-09
7.300000000000000000e+01,2.344769743412841069e-12,8.482981538991066753e-10
7.400000000000000000e+01,7.887984285351225825e-13,3.804027595960120617e-10
7.500000000000000000e+01,2.602903246495766570e-13,1.683198051309786513e-10
7.600000000000000000e+01,8.426970974474715870e-14,7.350209831047107685e-11
7.700000000000000000e+01,2.677314967602406536e-14,3.168193892692718339e-11
7.800000000000000000e+01,8.348966220374928578e-15,1.348167613911795413e-11
7.900000000000000000e+01,2.555994023523385714e-15,5.664569806352087390e-12
8.000000000000000000e+01,7.683646974154694795e-16,2.350443903050658718e-12
8.100000000000000000e+01,2.268506125673275688e-16,9.632966815781387197e-13
8.200000000000000000e+01,6.579003375901976063e-17,3.899986565093680104e-13
8.300000000000000000e+01,1.874600003660022038e-17,1.559994626037471082e-13
8.400000000000000000e+01,5.248853144653265955e-18,6.165986664179726302e-14
8.500000000000000000e+01,1.444457438037675706e-18,2.408588540695208032e-14
8.600000000000000000e+01,3.907555289203485478e-19,9.299569655193854508e-15
8.700000000000000000e+01,1.039296537099195455e-19,3.549454066867883171e-15
8.800000000000000000e+01,2.718192042480078461e-20,1.339416629006748385e-15
8.900000000000000000e+01,6.991943713060316938e-21,4.997823242562493989e-16
9.000000000000000000e+01,1.769139959635394577e-21,1.844215218657747343e-16
9.100000000000000000e+01,4.403934692986612508e-22,6.730712476853087087e-17
9.200000000000000000e+01,1.078699569572148549e-22,2.429860099946966569e-17
9.300000000000000000e+01,2.600197323605216064e-23,8.678071785524872901e-18
9.400000000000000000e+01,6.169105211613306831e-24,3.066456461316211663e-18
9.500000000000000000e+01,1.440823559063969143e-24,1.072187573886787477e-18
9.600000000000000000e+01,3.313093069647788762e-25,3.709991605144596778e-19
9.700000000000000000e+01,7.501548532801690242e-26,1.270545070254997185e-19
9.800000000000000000e+01,1.672714332434943660e-26,4.306932441542367277e-20
9.900000000000000000e+01,3.673704366140515528e-27,1.445279342799451725e-20
1.000000000000000000e+02,7.947950141159121176e-28,4.801592500994852904e-21
1.010000000000000000e+02,1.694066672151210327e-28,1.579471217432520085e-21
1.020000000000000000e+02,3.557832075287074762e-29,5.144857385773678747e-22
1.030000000000000000e+02,7.363347401750641713e-30,1.659631414765703125e-22
1.040000000000000000e+02,1.501934384089346162e-30,5.302336788388830308e-23
1.050000000000000000e+02,3.019692614633136002e-31,1.677954679869882224e-23
1.060000000000000000e+02,5.984989839931106828e-32,5.260046018400886815e-24
1.070000000000000000e+02,1.169507502839552792e-32,1.633554664099654455e-24
1.080000000000000000e+02,2.253361777982308898e-33,5.026322043383555065e-25
1.090000000000000000e+02,4.281496981317194997e-34,1.532415257129132155e-25
1.100000000000000000e+02,8.023146893727639025e-35,4.629653344801000313e-26
1.110000000000000000e+02,1.482945352082558080e-35,1.386123755928444390e-26
1.120000000000000000e+02,2.703851572411035533e-36,4.113126872191228724e-27
1.130000000000000000e+02,4.863659374693040618e-37,1.209743197703302967e-27
1.140000000000000000e+02,8.631983440289021470e-38,3.526948098260357502e-28
1.150000000000000000e+02,1.511711827858370127e-38,1.019349161346924544e-28
1.160000000000000000e+02,2.612651937301404673e-39,2.920771235951076588e-29
1.170000000000000000e+02,4.456466921148736228e-40,8.297645556679188611e-30
1.180000000000000000e+02,7.503056050461515446e-41,2.337364945543434181e-30
1.190000000000000000e+02,1.246995886575545056e-41,6.528952361853170590e-31
1.200000000000000000e+02,2.046029252583205081e-42,1.808574061455170115e-31
1.210000000000000000e+02,3.314503177872278086e-43,4.968610058942776834e-32
1.220000000000000000e+02,5.301809716829709734e-44,1.353844702709204312e-32
1.230000000000000000e+02,8.374665065373346271e-45,3.659039737051903879e-33
1.240000000000000000e+02,1.306431542360581940e-45,9.809758008182054775e-34
1.250000000000000000e+02,2.012886754801428054e-46,2.608978193665435150e-34
1.260000000000000000e+02,3.063390834758088825e-47,6.883847476689810428e-35
1.270000000000000000e+02,4.605450934330075108e-48,1.802054313269584015e-35
1.280000000000000000e+02,6.840129296123052542e-49,4.680660553946974191e-36
1.290000000000000000e+02,1.003724536967344176e-49,1.206355812872931453e-36
1.300000000000000000e+02,1.455317521656254605e-50,3.085308984329747469e-37
1.310000000000000000e+02,2.085106353214898369e-51,7.830733462765862759e-38
1.320000000000000000e+02,2.952294927880177505e-52,1.972476942762181084e-38
1.330000000000000000e+02,4.131290124529530780e-53,4.931192356905447490e-39
1.340000000000000000e+02,5.713987059829420272e-54,1.223620932234602959e-39
1.350000000000000000e+02,7.811831247961692202e-55,3.013844660676363118e-40
1.360000000000000000e+02,1.055743712953925365e-55,7.368813351286954476e-41
1.370000000000000000e+02,1.410548275018888747e-56,1.788546929924016614e-41
1.380000000000000000e+02,1.863254242675056224e-57,4.309751638371125101e-42
1.390000000000000000e+02,2.433560427578882655e-58,1.031041061811274317e-42
1.400000000000000000e+02,3.142883958091180785e-59,2.449028650383072887e-43
1.410000000000000000e+02,4.013845232768348176e-60,5.776010967884606090e-44
1.420000000000000000e+02,5.069539718254075557e-61,1.352695777022156150e-44
1.430000000000000000e+02,6.332587884561350612e-62,3.145804132609666637e-45
1.440000000000000000e+02,7.823980106491755305e-63,7.265136564918398484e-46
1.450000000000000000e+02,9.561727478750876123e-64,1.666315725898714117e-46
1.460000000000000000e+02,1.155939014530792632e-64,3.795707803869508773e-47
1.470000000000000000e+02,1.382426557699382916e-65,8.587574216899345405e-48
1.480000000000000000e+02,1.636518209030931054e-66,1.929791958853785576e-48
1.490000000000000000e+02,2.067527978753713976e-67,4.307571336727199540e-49
