# ###########
# [default parameters]
#   dict([('NL', '20'), ('NR', '25'), ('GNL', '1e-4'), ('GNR', '1e-4'), ('GS', '1.'), ('wL', '5.'), ('wR', '3.'), ('lambdaL', '0.05'), ('lambdaR', '0.05'), ('QL', '1e5'), ('QR', '1e5'), ('TOscL', '5.'), ('TOscR', '5.'), ('TelL', '5.'), ('TelR', '5.'), ('muL', '-1e3'), ('muR', '-1e3'), ('ham', 'chargevib')])
# [assignments]
#   dict([('eLu', 'x'), ('eLd', 'x'), ('eRu', 'x'), ('eRd', 'x')])
# [variables]
#   ['x']
# [columns]
#   ['x', 'IL', 'IR', 'nOscL', 'nOscR', 'dotEOscL', 'dotEOscR', 'dotEelL', 'dotEelR', 'eta_L', 'eta_R', 'eta_NL', 'commL', 'commR']
# ###########
# 
7.073080e-01 2.531402e-05 2.531402e-05 5.740111e-01 1.228322e+00 -1.995799e-06 1.077363e-06 4.474081e-07 4.710280e-07 -1.576832e-02 1.418664e-02 -0.054630693 9.999999e-01 9.999936e-01
7.073200e-01 2.531919e-05 2.531919e-05 5.737777e-01 1.228795e+00 -2.054151e-06 1.119915e-06 4.553068e-07 4.789288e-07 -1.622604e-02 1.474396e-02 -0.056412936 9.999999e-01 9.999936e-01
7.073320e-01 2.532455e-05 2.532455e-05 5.736119e-01 1.229074e+00 -2.095605e-06 1.145005e-06 4.634911e-07 4.871091e-07 -1.654999e-02 1.507108e-02 -0.057583422 9.999999e-01 9.999936e-01
7.073440e-01 2.533011e-05 2.533011e-05 5.734459e-01 1.229347e+00 -2.137112e-06 1.169612e-06 4.719430e-07 4.955566e-07 -1.687409e-02 1.539160e-02 -0.058745349 9.999999e-01 9.999936e-01
7.073560e-01 2.533609e-05 2.533609e-05 5.738801e-01 1.227941e+00 -2.028550e-06 1.043034e-06 4.809778e-07 5.045377e-07 -1.601312e-02 1.372264e-02 -0.054555093 9.999999e-01 9.999936e-01
7.073680e-01 2.534182e-05 2.534182e-05 5.730908e-01 1.229939e+00 -2.225884e-06 1.222897e-06 4.896911e-07 5.132959e-07 -1.756689e-02 1.608537e-02 -0.061240752 9.999999e-01 9.999936e-01
7.073800e-01 2.534803e-05 2.534803e-05 5.730112e-01 1.229952e+00 -2.245786e-06 1.224059e-06 4.990676e-07 5.226591e-07 -1.771961e-02 1.609670e-02 -0.061599663 9.999999e-01 9.999936e-01
7.073920e-01 2.535442e-05 2.535442e-05 5.728086e-01 1.230301e+00 -2.296439e-06 1.255436e-06 5.087077e-07 5.322953e-07 -1.811470e-02 1.650515e-02 -0.063040032 9.999999e-01 9.999936e-01
7.074040e-01 2.536106e-05 2.536106e-05 5.725968e-01 1.230668e+00 -2.349392e-06 1.288448e-06 5.186803e-07 5.422639e-07 -1.852756e-02 1.693473e-02 -0.0645489 9.999999e-01 9.999936e-01
7.074160e-01 2.536808e-05 2.536808e-05 5.727122e-01 1.230114e+00 -2.320530e-06 1.238581e-06 5.291981e-07 5.527505e-07 -1.829488e-02 1.627480e-02 -0.06313446 9.999999e-01 9.999936e-01
7.074280e-01 2.537506e-05 2.537506e-05 5.721149e-01 1.231540e+00 -2.469867e-06 1.366932e-06 5.396779e-07 5.632563e-07 -1.946688e-02 1.795637e-02 -0.068041584 9.999999e-01 9.999936e-01
7.074400e-01 2.538249e-05 2.538249e-05 5.719132e-01 1.231854e+00 -2.520301e-06 1.395181e-06 5.507742e-07 5.743456e-07 -1.985858e-02 1.832209e-02 -0.069416613 9.999999e-01 9.999936e-01
7.074520e-01 2.539038e-05 2.539038e-05 5.720626e-01 1.231178e+00 -2.482956e-06 1.334405e-06 5.625077e-07 5.860429e-07 -1.955824e-02 1.751852e-02 -0.067656051 9.999999e-01 9.999936e-01
7.074640e-01 2.539821e-05 2.539821e-05 5.714338e-01 1.232665e+00 -2.640156e-06 1.468222e-06 5.741862e-07 5.977474e-07 -2.079009e-02 1.926937e-02 -0.072791361 9.999999e-01 9.999936e-01
7.074760e-01 2.540654e-05 2.540654e-05 5.711792e-01 1.233098e+00 -2.703791e-06 1.507122e-06 5.865567e-07 6.101126e-07 -2.128422e-02 1.977342e-02 -0.074583612 9.999999e-01 9.999936e-01
7.074880e-01 2.541522e-05 2.541522e-05 5.709701e-01 1.233392e+00 -2.756080e-06 1.533663e-06 5.994354e-07 6.229814e-07 -2.168841e-02 2.011475e-02 -0.075953844 9.999999e-01 9.999936e-01
7.075000e-01 2.542422e-05 2.542422e-05 5.706393e-01 1.234016e+00 -2.838787e-06 1.589744e-06 6.127494e-07 6.362943e-07 -2.233136e-02 2.084290e-02 -0.078383484 9.999999e-01 9.999936e-01
7.075120e-01 2.543400e-05 2.543400e-05 5.710653e-01 1.232513e+00 -2.732293e-06 1.454500e-06 6.271560e-07 6.506372e-07 -2.148535e-02 1.906240e-02 -0.074076291 9.999999e-01 9.999936e-01
7.075240e-01 2.544346e-05 2.544346e-05 5.701698e-01 1.234689e+00 -2.956160e-06 1.650357e-06 6.411399e-07 6.646639e-07 -2.323709e-02 2.162123e-02 -0.081472113 9.999999e-01 9.999936e-01
7.075360e-01 2.545431e-05 2.545431e-05 5.709451e-01 1.232183e+00 -2.762337e-06 1.424822e-06 6.570425e-07 6.804719e-07 -2.170427e-02 1.865856e-02 -0.074023659 9.999999e-01 9.999936e-01
7.075480e-01 2.546466e-05 2.546466e-05 5.700933e-01 1.234211e+00 -2.975297e-06 1.607273e-06 6.722785e-07 6.957449e-07 -2.336805e-02 2.103927e-02 -0.080981118 9.999999e-01 9.999936e-01
7.075600e-01 2.547555e-05 2.547555e-05 5.693886e-01 1.235812e+00 -3.151463e-06 1.751399e-06 6.882869e-07 7.117768e-07 -2.474107e-02 2.291608e-02 -0.08660412 9.999999e-01 9.999936e-01
7.075720e-01 2.548717e-05 2.548717e-05 5.690197e-01 1.236459e+00 -3.243694e-06 1.809599e-06 7.053051e-07 7.287898e-07 -2.545354e-02 2.366679e-02 -0.089220645 9.999999e-01 9.999936e-01
7.075840e-01 2.549920e-05 2.549920e-05 5.684555e-01 1.237635e+00 -3.384743e-06 1.915436e-06 7.229068e-07 7.464006e-07 -2.654784e-02 2.503917e-02 -0.09353556 9.999999e-01 9.999936e-01
7.075960e-01 2.551225e-05 2.551225e-05 5.686089e-01 1.236787e+00 -3.346401e-06 1.839099e-06 7.419298e-07 7.653727e-07 -2.623369e-02 2.402897e-02 -0.09146493 9.999999e-01 9.999936e-01
7.076080e-01 2.552522e-05 2.552522e-05 5.676910e-01 1.238915e+00 -3.575891e-06 2.030649e-06 7.608822e-07 7.843599e-07 -2.801849e-02 2.651820e-02 -0.09884115 9.999999e-01 9.999936e-01
7.076200e-01 2.553917e-05 2.553917e-05 5.672823e-01 1.239599e+00 -3.678072e-06 2.092220e-06 7.811914e-07 8.046605e-07 -2.880338e-02 2.730733e-02 -0.10167246 9.999999e-01 9.999936e-01
7.076320e-01 2.555382e-05 2.555382e-05 5.668959e-01 1.240199e+00 -3.774675e-06 2.146234e-06 8.024924e-07 8.259493e-07 -2.954295e-02 2.799625e-02 -0.10426653 9.999999e-01 9.999936e-01
7.076440e-01 2.556918e-05 2.556918e-05 5.664768e-01 1.240868e+00 -3.879438e-06 2.206383e-06 8.248051e-07 8.482504e-07 -3.034464e-02 2.876357e-02 -0.1071063 9.999999e-01 9.999935e-01
7.076560e-01 2.558526e-05 2.558526e-05 5.659287e-01 1.241872e+00 -4.016478e-06 2.296796e-06 8.481202e-07 8.715624e-07 -3.139682e-02 2.992343e-02 -0.11103948 9.999999e-01 9.999935e-01
7.076680e-01 2.560225e-05 2.560225e-05 5.655098e-01 1.242489e+00 -4.121209e-06 2.352322e-06 8.727303e-07 8.961565e-07 -3.219412e-02 3.062650e-02 -0.11378259 9.999999e-01 9.999935e-01
7.076800e-01 2.562053e-05 2.562053e-05 5.655225e-01 1.241868e+00 -4.118042e-06 2.296373e-06 8.991480e-07 9.225204e-07 -3.214642e-02 2.987674e-02 -0.11266308 9.999999e-01 9.999936e-01
7.076920e-01 2.563886e-05 2.563886e-05 5.644378e-01 1.244291e+00 -4.389213e-06 2.514480e-06 9.256635e-07 9.490692e-07 -3.423876e-02 3.269101e-02 -0.12117006 9.999999e-01 9.999935e-01
7.077040e-01 2.565919e-05 2.565919e-05 5.644279e-01 1.243668e+00 -4.391688e-06 2.458387e-06 9.549764e-07 9.783246e-07 -3.423092e-02 3.193641e-02 -0.12013371 9.999999e-01 9.999936e-01
7.077160e-01 2.567984e-05 2.567984e-05 5.635973e-01 1.245313e+00 -4.599361e-06 2.606461e-06 9.847728e-07 1.008128e-06 -3.582079e-02 3.383277e-02 -0.12627099 9.999999e-01 9.999936e-01
7.077280e-01 2.570213e-05 2.570213e-05 5.631536e-01 1.245833e+00 -4.710271e-06 2.653228e-06 1.016858e-06 1.040185e-06 -3.665277e-02 3.440997e-02 -0.12892221 9.999999e-01 9.999936e-01
7.077400e-01 2.572503e-05 2.572503e-05 5.620028e-01 1.248297e+00 -4.998001e-06 2.874970e-06 1.049839e-06 1.073192e-06 -3.885710e-02 3.725257e-02 -0.13771944 9.999999e-01 9.999935e-01
7.077520e-01 2.574967e-05 2.574967e-05 5.611882e-01 1.249772e+00 -5.201641e-06 3.007789e-06 1.085252e-06 1.108600e-06 -4.040162e-02 3.893628e-02 -0.14346765 9.999999e-01 9.999935e-01
7.077640e-01 2.577587e-05 2.577587e-05 5.604295e-01 1.251044e+00 -5.391337e-06 3.122246e-06 1.122878e-06 1.146213e-06 -4.183244e-02 4.037686e-02 -0.14863176 9.999999e-01 9.999935e-01
7.077760e-01 2.580528e-05 2.580528e-05 5.609886e-01 1.248557e+00 -5.251561e-06 2.898349e-06 1.165003e-06 1.188210e-06 -4.070145e-02 3.743871e-02 -0.14212053 9.999999e-01 9.999935e-01
7.077880e-01 2.583326e-05 2.583326e-05 5.587977e-01 1.253749e+00 -5.799287e-06 3.365616e-06 1.205184e-06 1.228487e-06 -4.489783e-02 4.342742e-02 -0.15964713 9.999999e-01 9.999935e-01
7.078000e-01 2.586478e-05 2.586478e-05 5.579509e-01 1.255098e+00 -6.011000e-06 3.487080e-06 1.250319e-06 1.273601e-06 -4.648019e-02 4.493988e-02 -0.16524927 9.999999e-01 9.999935e-01
7.078120e-01 2.589852e-05 2.589852e-05 5.571730e-01 1.256187e+00 -6.205495e-06 3.585077e-06 1.298584e-06 1.321834e-06 -4.792162e-02 4.614263e-02 -0.1701162 9.999999e-01 9.999935e-01
7.078240e-01 2.593434e-05 2.593434e-05 5.561751e-01 1.257821e+00 -6.454983e-06 3.732134e-06 1.349810e-06 1.373039e-06 -4.977942e-02 4.796901e-02 -0.17676189 9.999999e-01 9.999935e-01
7.078360e-01 2.597263e-05 2.597263e-05 5.551066e-01 1.259574e+00 -6.722107e-06 3.889864e-06 1.404518e-06 1.427725e-06 -5.176300e-02 4.992260e-02 -0.18386226 9.999999e-01 9.999935e-01
7.078480e-01 2.601532e-05 2.601532e-05 5.550129e-01 1.258483e+00 -6.745561e-06 3.791654e-06 1.465405e-06 1.488502e-06 -5.185837e-02 4.858232e-02 -0.18226746 9.999999e-01 9.999935e-01
7.078600e-01 2.605729e-05 2.605729e-05 5.525121e-01 1.264097e+00 -7.370784e-06 4.296919e-06 1.525342e-06 1.548523e-06 -5.657369e-02 5.496759e-02 -0.20149704 9.999999e-01 9.999934e-01
7.078720e-01 2.610440e-05 2.610440e-05 5.511347e-01 1.266431e+00 -7.715138e-06 4.506944e-06 1.592517e-06 1.615677e-06 -5.910987e-02 5.755025e-02 -0.21069 9.999999e-01 9.999934e-01
7.078840e-01 2.615517e-05 2.615517e-05 5.497148e-01 1.268768e+00 -8.070132e-06 4.717278e-06 1.664860e-06 1.687994e-06 -6.170965e-02 6.011913e-02 -0.22000752 9.999999e-01 9.999934e-01
7.078960e-01 2.620982e-05 2.620982e-05 5.481444e-01 1.271401e+00 -8.462755e-06 4.954269e-06 1.742688e-06 1.765797e-06 -6.457697e-02 6.300779e-02 -0.23035869 9.999999e-01 9.999934e-01
7.079080e-01 2.626896e-05 2.626896e-05 5.465535e-01 1.273951e+00 -8.860496e-06 5.183715e-06 1.826854e-06 1.849927e-06 -6.745981e-02 6.577743e-02 -0.24058413 9.999999e-01 9.999934e-01
7.079200e-01 2.633341e-05 2.633341e-05 5.450915e-01 1.275976e+00 -9.226012e-06 5.365990e-06 1.918504e-06 1.941518e-06 -7.007079e-02 6.792373e-02 -0.24935634 9.999999e-01 9.999934e-01
7.079320e-01 2.640606e-05 2.640606e-05 5.445998e-01 1.275051e+00 -9.348962e-06 5.282670e-06 2.021718e-06 2.044574e-06 -7.080923e-02 6.668508e-02 -0.24934563 9.999999e-01 9.999935e-01
7.079440e-01 2.648231e-05 2.648231e-05 5.428474e-01 1.277513e+00 -9.787095e-06 5.504202e-06 2.130052e-06 2.152841e-06 -7.391422e-02 6.928150e-02 -0.25983702 9.999999e-01 9.999934e-01
7.079560e-01 2.655871e-05 2.655871e-05 5.383274e-01 1.287653e+00 -1.091711e-05 6.416796e-06 2.238686e-06 2.261627e-06 -8.221112e-02 8.053597e-02 -0.29369862 9.999999e-01 9.999933e-01
7.079680e-01 2.664985e-05 2.664985e-05 5.367271e-01 1.289226e+00 -1.131723e-05 6.558334e-06 2.368038e-06 2.390859e-06 -8.493279e-02 8.203091e-02 -0.30184047 9.999999e-01 9.999934e-01
7.079800e-01 2.674506e-05 2.674506e-05 5.332946e-01 1.295757e+00 -1.217539e-05 7.146166e-06 2.503195e-06 2.526032e-06 -9.104779e-02 8.906524e-02 -0.32509557 9.999999e-01 9.999933e-01
7.079920e-01 2.685447e-05 2.685447e-05 5.314031e-01 1.297566e+00 -1.264829e-05 7.308873e-06 2.658364e-06 2.681056e-06 -9.419878e-02 9.072198e-02 -0.33442191 9.999999e-01 9.999934e-01
7.080040e-01 2.697452e-05 2.697452e-05 5.292164e-01 1.299860e+00 -1.319501e-05 7.515343e-06 2.828562e-06 2.851105e-06 -9.783313e-02 9.286964e-02 -0.34549857 9.999999e-01 9.999934e-01
7.080160e-01 2.709326e-05 2.709326e-05 5.231116e-01 1.313073e+00 -1.472125e-05 8.704498e-06 2.997025e-06 3.019731e-06 -1.086710e-01 1.070930e-01 -0.38908521 9.999999e-01 9.999932e-01
7.080280e-01 2.723330e-05 2.723330e-05 5.195428e-01 1.318578e+00 -1.561350e-05 9.199924e-06 3.195482e-06 3.218094e-06 -1.146648e-01 1.126063e-01 -0.41001426 9.999999e-01 9.999932e-01
7.080400e-01 2.738559e-05 2.738559e-05 5.152458e-01 1.325721e+00 -1.668782e-05 9.842725e-06 3.411276e-06 3.433820e-06 -1.218730e-01 1.198042e-01 -0.43594983 9.999999e-01 9.999932e-01
7.080520e-01 2.755245e-05 2.755245e-05 5.105646e-01 1.333474e+00 -1.785818e-05 1.054042e-05 3.647648e-06 3.670114e-06 -1.296305e-01 1.275195e-01 -0.46381977 9.999999e-01 9.999931e-01
7.080640e-01 2.773458e-05 2.773458e-05 5.054339e-01 1.341996e+00 -1.914092e-05 1.130736e-05 3.905592e-06 3.927974e-06 -1.380293e-01 1.358996e-01 -0.49403043 9.999999e-01 9.999931e-01
7.080760e-01 2.793141e-05 2.793141e-05 4.994815e-01 1.352338e+00 -2.062910e-05 1.223814e-05 4.184322e-06 4.206646e-06 -1.477126e-01 1.460499e-01 -0.52952058 9.999999e-01 9.999930e-01
7.080880e-01 2.816394e-05 2.816394e-05 4.967978e-01 1.352488e+00 -2.130010e-05 1.225147e-05 4.513360e-06 4.535272e-06 -1.512580e-01 1.450019e-01 -0.53608302 9.999999e-01 9.999932e-01
7.081000e-01 2.837666e-05 2.837666e-05 4.869725e-01 1.373084e+00 -2.375650e-05 1.410511e-05 4.814643e-06 4.836754e-06 -1.674369e-01 1.656890e-01 -0.60041322 9.999999e-01 9.999929e-01
7.081120e-01 2.863521e-05 2.863521e-05 4.824860e-01 1.377423e+00 -2.487824e-05 1.449553e-05 5.180471e-06 5.202237e-06 -1.737598e-01 1.687378e-01 -0.61875549 9.999999e-01 9.999931e-01
7.081240e-01 2.891528e-05 2.891528e-05 4.781090e-01 1.380784e+00 -2.597260e-05 1.479786e-05 5.576689e-06 5.598043e-06 -1.796461e-01 1.705887e-01 -0.63449865 9.999999e-01 9.999931e-01
7.081360e-01 2.914677e-05 2.914677e-05 4.656337e-01 1.408149e+00 -2.909150e-05 1.726075e-05 5.904524e-06 5.926225e-06 -1.996207e-01 1.974004e-01 -0.71563716 1.000000e+00 9.999928e-01
7.081480e-01 2.943564e-05 2.943564e-05 4.613510e-01 1.410973e+00 -3.016230e-05 1.751476e-05 6.313148e-06 6.334396e-06 -2.049373e-01 1.983396e-01 -0.72886734 9.999999e-01 9.999930e-01
7.081600e-01 2.967186e-05 2.967186e-05 4.501069e-01 1.434773e+00 -3.297343e-05 1.965674e-05 6.647606e-06 6.669080e-06 -2.222539e-01 2.208236e-01 -0.79818309 1.000000e+00 9.999927e-01
7.081720e-01 2.997464e-05 2.997464e-05 4.500472e-01 1.425438e+00 -3.298845e-05 1.881636e-05 7.075727e-06 7.096368e-06 -2.201090e-01 2.092475e-01 -0.77772942 9.999999e-01 9.999930e-01
7.081840e-01 3.013905e-05 3.013905e-05 4.373602e-01 1.455494e+00 -3.616030e-05 2.152155e-05 7.308797e-06 7.329952e-06 -2.399565e-01 2.380251e-01 -0.86123592 1.000000e+00 9.999926e-01
7.081960e-01 3.037016e-05 3.037016e-05 4.367574e-01 1.449915e+00 -3.631110e-05 2.101918e-05 7.635685e-06 7.656227e-06 -2.391235e-01 2.307000e-01 -0.84947292 1.000000e+00 9.999928e-01
7.082080e-01 3.046945e-05 3.046945e-05 4.278167e-01 1.471613e+00 -3.854632e-05 2.297207e-05 7.776666e-06 7.797585e-06 -2.530162e-01 2.513127e-01 -0.908559 1.000000e+00 9.999925e-01
7.082200e-01 3.057143e-05 3.057143e-05 4.250507e-01 1.476085e+00 -3.923787e-05 2.337457e-05 7.921251e-06 7.942053e-06 -2.566964e-01 2.548629e-01 -0.9216315 1.000000e+00 9.999925e-01
7.082320e-01 3.062933e-05 3.062933e-05 4.232107e-01 1.479369e+00 -3.969792e-05 2.367009e-05 8.003556e-06 8.024280e-06 -2.592151e-01 2.575972e-01 -0.9309897 1.000000e+00 9.999924e-01
7.082440e-01 3.065340e-05 3.065340e-05 4.231855e-01 1.478675e+00 -3.970423e-05 2.360758e-05 8.038028e-06 8.058615e-06 -2.590526e-01 2.567152e-01 -0.9294336 1.000000e+00 9.999925e-01
7.082560e-01 3.070687e-05 3.070687e-05 4.291602e-01 1.460404e+00 -3.821058e-05 2.196305e-05 8.113813e-06 8.133721e-06 -2.488732e-01 2.384162e-01 -0.88182657 1.000000e+00 9.999928e-01
7.082680e-01 3.060730e-05 3.060730e-05 4.241587e-01 1.477400e+00 -3.946096e-05 2.349279e-05 7.973846e-06 7.994319e-06 -2.578532e-01 2.558517e-01 -0.9255699 1.000000e+00 9.999925e-01
7.082800e-01 3.061476e-05 3.061476e-05 4.311175e-01 1.457839e+00 -3.772125e-05 2.173218e-05 7.984625e-06 8.004452e-06 -2.464253e-01 2.366199e-01 -0.8738937 1.000000e+00 9.999928e-01
7.082920e-01 3.049742e-05 3.049742e-05 4.269682e-01 1.473026e+00 -3.875856e-05 2.309912e-05 7.819537e-06 7.839900e-06 -2.541760e-01 2.524708e-01 -0.9127314 1.000000e+00 9.999924e-01
7.083040e-01 3.043598e-05 3.043598e-05 4.288431e-01 1.469737e+00 -3.828983e-05 2.280315e-05 7.733202e-06 7.753482e-06 -2.516090e-01 2.497389e-01 -0.9032679 1.000000e+00 9.999924e-01
7.083160e-01 3.037288e-05 3.037288e-05 4.302254e-01 1.467868e+00 -3.794424e-05 2.263492e-05 7.644541e-06 7.664774e-06 -2.498560e-01 2.484115e-01 -0.89753166 1.000000e+00 9.999924e-01
7.083280e-01 3.031678e-05 3.031678e-05 4.320630e-01 1.464516e+00 -3.748481e-05 2.233319e-05 7.565753e-06 7.585876e-06 -2.472876e-01 2.455536e-01 -0.88789455 1.000000e+00 9.999924e-01
7.083400e-01 3.026646e-05 3.026646e-05 4.335143e-01 1.462054e+00 -3.712197e-05 2.211165e-05 7.495153e-06 7.515174e-06 -2.453010e-01 2.435220e-01 -0.88068195 1.000000e+00 9.999923e-01
7.083520e-01 3.022311e-05 3.022311e-05 4.347822e-01 1.459884e+00 -3.680499e-05 2.191630e-05 7.434394e-06 7.454301e-06 -2.435553e-01 2.417167e-01 -0.87431688 1.000000e+00 9.999925e-01
7.083640e-01 3.020260e-05 3.020260e-05 4.373209e-01 1.453470e+00 -3.617031e-05 2.133899e-05 7.405847e-06 7.425471e-06 -2.395178e-01 2.355094e-01 -0.85685283 1.000000e+00 9.999927e-01
7.083760e-01 3.016816e-05 3.016816e-05 4.366678e-01 1.456353e+00 -3.633360e-05 2.159852e-05 7.357727e-06 7.377344e-06 -2.408738e-01 2.386459e-01 -0.86413806 1.000000e+00 9.999924e-01
7.083880e-01 3.015019e-05 3.015019e-05 4.364142e-01 1.457611e+00 -3.639699e-05 2.171173e-05 7.332867e-06 7.352395e-06 -2.414379e-01 2.400397e-01 -0.86728878 1.000000e+00 9.999923e-01
7.084000e-01 3.014758e-05 3.014758e-05 4.365126e-01 1.457411e+00 -3.637238e-05 2.169368e-05 7.329673e-06 7.349033e-06 -2.412955e-01 2.398609e-01 -0.86672718 1.000000e+00 9.999923e-01
7.084120e-01 3.015918e-05 3.015918e-05 4.367985e-01 1.456245e+00 -3.630090e-05 2.158868e-05 7.346548e-06 7.365676e-06 -2.407287e-01 2.386082e-01 -0.8637606 1.000000e+00 9.999924e-01
7.084240e-01 3.017462e-05 3.017462e-05 4.355911e-01 1.459104e+00 -3.660277e-05 2.184601e-05 7.368881e-06 7.387879e-06 -2.426063e-01 2.413288e-01 -0.8716581 1.000000e+00 9.999922e-01
7.084360e-01 3.020709e-05 3.020709e-05 4.353281e-01 1.458808e+00 -3.666855e-05 2.181932e-05 7.415244e-06 7.433981e-06 -2.427810e-01 2.407748e-01 -0.87130341 1.000000e+00 9.999923e-01
7.084480e-01 3.024322e-05 3.024322e-05 4.339424e-01 1.461514e+00 -3.701497e-05 2.206284e-05 7.466793e-06 7.485341e-06 -2.447820e-01 2.431712e-01 -0.87904062 1.000000e+00 9.999922e-01
7.084600e-01 3.032588e-05 3.032588e-05 4.367158e-01 1.451217e+00 -3.632166e-05 2.113593e-05 7.583913e-06 7.601821e-06 -2.395423e-01 2.323200e-01 -0.85260231 1.000000e+00 9.999926e-01
7.084720e-01 3.038371e-05 3.038371e-05 4.361397e-01 1.450996e+00 -3.646571e-05 2.111597e-05 7.666081e-06 7.683658e-06 -2.400346e-01 2.316589e-01 -0.85281741 1.000000e+00 9.999926e-01
7.084840e-01 3.040407e-05 3.040407e-05 4.307875e-01 1.465207e+00 -3.780377e-05 2.239506e-05 7.695488e-06 7.713218e-06 -2.486757e-01 2.455270e-01 -0.89098182 1.000000e+00 9.999923e-01
7.084960e-01 3.044873e-05 3.044873e-05 4.278681e-01 1.471904e+00 -3.853365e-05 2.299775e-05 7.759137e-06 7.776766e-06 -2.531051e-01 2.517647e-01 -0.909369 1.000000e+00 9.999921e-01
7.085080e-01 3.050467e-05 3.050467e-05 4.268358e-01 1.473009e+00 -3.879174e-05 2.309710e-05 7.838644e-06 7.855994e-06 -2.543331e-01 2.523887e-01 -0.9129744 1.000000e+00 9.999921e-01
7.085200e-01 3.060063e-05 3.060063e-05 4.309160e-01 1.458667e+00 -3.777172e-05 2.180619e-05 7.974482e-06 7.991055e-06 -2.468689e-01 2.375353e-01 -0.87612768 1.000000e+00 9.999925e-01
7.085320e-01 3.063694e-05 3.063694e-05 4.296101e-01 1.461147e+00 -3.809822e-05 2.202930e-05 8.026273e-06 8.042642e-06 -2.487077e-01 2.396813e-01 -0.88316217 1.000000e+00 9.999925e-01
7.085440e-01 3.061727e-05 3.061727e-05 4.231501e-01 1.479687e+00 -3.971323e-05 2.369804e-05 7.999212e-06 8.015978e-06 -2.594172e-01 2.580029e-01 -0.9319923 1.000000e+00 9.999920e-01
7.085560e-01 3.066415e-05 3.066415e-05 4.265111e-01 1.468880e+00 -3.887300e-05 2.272523e-05 8.065783e-06 8.081982e-06 -2.535403e-01 2.470336e-01 -0.9039609 1.000000e+00 9.999924e-01
7.085680e-01 3.064781e-05 3.064781e-05 4.244836e-01 1.475011e+00 -3.937988e-05 2.327706e-05 8.043279e-06 8.059541e-06 -2.569833e-01 2.531672e-01 -0.9199881 1.000000e+00 9.999922e-01
7.085800e-01 3.062657e-05 3.062657e-05 4.240123e-01 1.476975e+00 -3.949770e-05 2.345387e-05 8.013803e-06 8.030032e-06 -2.579310e-01 2.552671e-01 -0.9249552 1.000000e+00 9.999921e-01
7.085920e-01 3.059801e-05 3.059801e-05 4.246527e-01 1.476083e+00 -3.933760e-05 2.337354e-05 7.973956e-06 7.990100e-06 -2.571252e-01 2.546303e-01 -0.9222831 1.000000e+00 9.999921e-01
7.086040e-01 3.055258e-05 3.055258e-05 4.251245e-01 1.476186e+00 -3.921964e-05 2.338289e-05 7.910308e-06 7.926444e-06 -2.567354e-01 2.551109e-01 -0.9220545 1.000000e+00 9.999920e-01
7.086160e-01 3.050110e-05 3.050110e-05 4.264896e-01 1.473999e+00 -3.887835e-05 2.318606e-05 7.838102e-06 7.854187e-06 -2.549308e-01 2.533904e-01 -0.9156717 1.000000e+00 9.999919e-01
7.086280e-01 3.044218e-05 3.044218e-05 4.284227e-01 1.470469e+00 -3.839506e-05 2.286831e-05 7.755369e-06 7.771384e-06 -2.522490e-01 2.504015e-01 -0.9056025 1.000000e+00 9.999919e-01
7.086400e-01 3.037471e-05 3.037471e-05 4.300886e-01 1.467948e+00 -3.797856e-05 2.264141e-05 7.660573e-06 7.676574e-06 -2.500669e-01 2.484678e-01 -0.8980821 1.000000e+00 9.999920e-01
7.086520e-01 3.030666e-05 3.030666e-05 4.324053e-01 1.463638e+00 -3.739937e-05 2.225356e-05 7.564936e-06 7.580876e-06 -2.468063e-01 2.447599e-01 -0.88574004 1.000000e+00 9.999920e-01
7.086640e-01 3.023656e-05 3.023656e-05 4.347710e-01 1.459256e+00 -3.680792e-05 2.185920e-05 7.466419e-06 7.482299e-06 -2.434663e-01 2.409798e-01 -0.87312195 1.000000e+00 9.999921e-01
7.086760e-01 3.016451e-05 3.016451e-05 4.366727e-01 1.456224e+00 -3.633249e-05 2.158629e-05 7.365167e-06 7.381035e-06 -2.408956e-01 2.385396e-01 -0.86404356 1.000000e+00 9.999921e-01
7.086880e-01 3.009406e-05 3.009406e-05 4.386430e-01 1.452951e+00 -3.583988e-05 2.129169e-05 7.266177e-06 7.282018e-06 -2.381857e-01 2.358348e-01 -0.85429485 1.000000e+00 9.999921e-01
7.087000e-01 3.002693e-05 3.002693e-05 4.404872e-01 1.449923e+00 -3.537881e-05 2.101926e-05 7.171871e-06 7.187682e-06 -2.356472e-01 2.333378e-01 -0.84521223 1.000000e+00 9.999921e-01
7.087120e-01 2.996484e-05 2.996484e-05 4.423313e-01 1.446739e+00 -3.491778e-05 2.073265e-05 7.084686e-06 7.100445e-06 -2.330583e-01 2.306330e-01 -0.83573577 1.000000e+00 9.999920e-01
7.087240e-01 2.990376e-05 2.990376e-05 4.434966e-01 1.445407e+00 -3.462643e-05 2.061279e-05 6.998941e-06 7.014698e-06 -2.315858e-01 2.297681e-01 -0.83125503 1.000000e+00 9.999920e-01
7.087360e-01 2.985221e-05 2.985221e-05 4.452036e-01 1.442273e+00 -3.419966e-05 2.033070e-05 6.926641e-06 6.942315e-06 -2.291265e-01 2.270151e-01 -0.82200501 1.000000e+00 9.999920e-01
