# ###########
# [default parameters]
#   dict([('NL', '40'), ('NR', '2'), ('GNL', '1e-4'), ('GNR', '1e-4'), ('GS', '1.'), ('wL', '5.'), ('wR', '5.'), ('lambdaL', '0.05'), ('lambdaR', '0.'), ('QL', '1e5'), ('QR', '1e5'), ('TOscL', '5.'), ('TOscR', '5.'), ('TelL', '5.'), ('TelR', '5.'), ('muL', '-1e3'), ('muR', '-1e3'), ('ham', 'chargevib')])
# [assignments]
#   dict([('eLu', 'x'), ('eLd', 'x'), ('eRu', 'x'), ('eRd', 'x')])
# [variables]
#   ['x']
# [columns]
#   ['x', 'IL', 'IR', 'nOscL', 'nOscR', 'dotEOscL', 'dotEOscR', 'dotEelL', 'dotEelR', 'eta_L', 'eta_R', 'commL', 'commR']
# ###########
# 
2.152600e+00 4.902115e-06 4.902115e-06 5.812616e-01 2.689416e-01 -1.763213e-07 1.079689e-10 9.300216e-08 8.321122e-08 -7.193685e-03 4.404992e-06 1.000000e+00 4.621168e-01
2.154000e+00 4.896755e-06 4.896755e-06 5.812543e-01 2.689414e-01 -1.781245e-07 5.875717e-12 9.399010e-08 8.412848e-08 -7.275203e-03 2.399841e-07 1.000000e+00 4.621171e-01
2.155400e+00 4.891412e-06 4.891412e-06 5.812464e-01 2.689415e-01 -1.801025e-07 4.657268e-11 9.499451e-08 8.506147e-08 -7.364031e-03 1.904263e-06 1.000000e+00 4.621170e-01
2.156800e+00 4.886084e-06 4.886084e-06 5.812386e-01 2.689414e-01 -1.820294e-07 2.897639e-12 9.601585e-08 8.601061e-08 -7.450930e-03 1.186078e-07 1.000000e+00 4.621171e-01
2.158200e+00 4.880772e-06 4.880772e-06 5.812305e-01 2.689414e-01 -1.840308e-07 4.182748e-14 9.705446e-08 8.697625e-08 -7.541050e-03 1.713970e-09 1.000000e+00 4.621172e-01
2.159600e+00 4.875477e-06 4.875477e-06 5.812223e-01 2.689414e-01 -1.860696e-07 1.605875e-14 9.811076e-08 8.795877e-08 -7.632876e-03 6.587560e-10 1.000000e+00 4.621172e-01
2.161000e+00 4.870197e-06 4.870197e-06 5.812139e-01 2.689414e-01 -1.881439e-07 1.210855e-13 9.918516e-08 8.895859e-08 -7.726335e-03 4.972508e-09 1.000000e+00 4.621172e-01
2.162400e+00 4.864934e-06 4.864934e-06 5.812054e-01 2.689414e-01 -1.902543e-07 1.387374e-13 1.002781e-07 8.997610e-08 -7.821455e-03 5.703569e-09 1.000000e+00 4.621172e-01
2.163800e+00 4.859688e-06 4.859688e-06 5.811967e-01 2.689414e-01 -1.924020e-07 3.619311e-13 1.013899e-07 9.101172e-08 -7.918288e-03 1.489524e-08 1.000000e+00 4.621172e-01
2.165200e+00 4.854458e-06 4.854458e-06 5.811879e-01 2.689414e-01 -1.945872e-07 9.692270e-14 1.025212e-07 9.206590e-08 -8.016846e-03 3.993142e-09 1.000000e+00 4.621172e-01
2.166600e+00 4.849245e-06 4.849245e-06 5.811789e-01 2.689414e-01 -1.968212e-07 9.815500e-12 1.036724e-07 9.313907e-08 -8.117604e-03 4.048259e-07 1.000000e+00 4.621171e-01
2.168000e+00 4.844049e-06 4.844049e-06 5.811698e-01 2.689414e-01 -1.990756e-07 1.888559e-14 1.048438e-07 9.423170e-08 -8.219387e-03 7.797439e-10 1.000000e+00 4.621172e-01
2.169400e+00 4.838870e-06 4.838870e-06 5.811605e-01 2.689414e-01 -2.013807e-07 2.537263e-13 1.060362e-07 9.534425e-08 -8.323458e-03 1.048700e-08 1.000000e+00 4.621172e-01
2.170800e+00 4.833709e-06 4.833709e-06 5.811510e-01 2.689414e-01 -2.037279e-07 9.016392e-13 1.072498e-07 9.647723e-08 -8.429467e-03 3.730631e-08 1.000000e+00 4.621172e-01
2.172200e+00 4.828565e-06 4.828565e-06 5.811414e-01 2.689414e-01 -2.061169e-07 4.477761e-13 1.084853e-07 9.763112e-08 -8.537397e-03 1.854696e-08 1.000000e+00 4.621172e-01
2.173600e+00 4.823438e-06 4.823438e-06 5.811316e-01 2.689414e-01 -2.085505e-07 8.377536e-13 1.097432e-07 9.880645e-08 -8.647379e-03 3.473678e-08 1.000000e+00 4.621172e-01
2.175000e+00 4.818330e-06 4.818330e-06 5.811216e-01 2.689414e-01 -2.110279e-07 1.315975e-13 1.110240e-07 1.000038e-07 -8.759381e-03 5.462369e-09 1.000000e+00 4.621172e-01
2.176400e+00 4.813240e-06 4.813240e-06 5.811114e-01 2.689414e-01 -2.135547e-07 2.758625e-12 1.123284e-07 1.012236e-07 -8.873639e-03 1.146266e-07 1.000000e+00 4.621171e-01
2.177800e+00 4.808167e-06 4.808167e-06 5.811008e-01 2.689415e-01 -2.161884e-07 6.514074e-11 1.136568e-07 1.024665e-07 -8.992551e-03 2.709587e-06 1.000000e+00 4.621169e-01
2.179200e+00 4.803114e-06 4.803114e-06 5.810904e-01 2.689414e-01 -2.187433e-07 2.081616e-13 1.150100e-07 1.037331e-07 -9.108398e-03 8.667776e-09 1.000000e+00 4.621172e-01
2.180600e+00 4.798079e-06 4.798079e-06 5.810797e-01 2.689414e-01 -2.214134e-07 9.133723e-13 1.163885e-07 1.050240e-07 -9.229255e-03 3.807242e-08 1.000000e+00 4.621172e-01
2.182000e+00 4.793062e-06 4.793062e-06 5.810687e-01 2.689414e-01 -2.241329e-07 1.212982e-13 1.177930e-07 1.063398e-07 -9.352390e-03 5.061406e-09 1.000000e+00 4.621172e-01
2.183400e+00 4.788065e-06 4.788065e-06 5.810575e-01 2.689414e-01 -2.269054e-07 7.236429e-14 1.192241e-07 1.076812e-07 -9.477957e-03 3.022694e-09 1.000000e+00 4.621172e-01
2.184800e+00 4.783088e-06 4.783088e-06 5.810461e-01 2.689414e-01 -2.297314e-07 7.163162e-14 1.206826e-07 1.090488e-07 -9.605989e-03 2.995204e-09 1.000000e+00 4.621172e-01
2.186200e+00 4.778129e-06 4.778129e-06 5.810345e-01 2.689414e-01 -2.326243e-07 1.188814e-11 1.221691e-07 1.104433e-07 -9.737043e-03 4.976064e-07 1.000000e+00 4.621171e-01
2.187600e+00 4.773191e-06 4.773191e-06 5.810226e-01 2.689415e-01 -2.355663e-07 1.647192e-11 1.236843e-07 1.118654e-07 -9.870388e-03 6.901850e-07 1.000000e+00 4.621171e-01
2.189000e+00 4.768273e-06 4.768273e-06 5.810106e-01 2.689414e-01 -2.385466e-07 1.514851e-12 1.252292e-07 1.133159e-07 -1.000558e-02 6.353878e-08 1.000000e+00 4.621172e-01
2.190400e+00 4.763375e-06 4.763375e-06 5.809983e-01 2.689414e-01 -2.416081e-07 8.186344e-12 1.268043e-07 1.147956e-07 -1.014441e-02 3.437203e-07 1.000000e+00 4.621171e-01
2.191800e+00 4.758498e-06 4.758498e-06 5.809857e-01 2.689414e-01 -2.447169e-07 1.237046e-12 1.284106e-07 1.163051e-07 -1.028547e-02 5.199311e-08 1.000000e+00 4.621172e-01
2.193200e+00 4.753642e-06 4.753642e-06 5.809729e-01 2.689414e-01 -2.478943e-07 1.797963e-13 1.300488e-07 1.178453e-07 -1.042966e-02 7.564572e-09 1.000000e+00 4.621172e-01
2.194600e+00 4.748807e-06 4.748807e-06 5.809598e-01 2.689414e-01 -2.511371e-07 7.671801e-14 1.317199e-07 1.194171e-07 -1.057685e-02 3.231044e-09 1.000000e+00 4.621172e-01
2.196000e+00 4.743994e-06 4.743994e-06 5.809465e-01 2.689414e-01 -2.544470e-07 9.409220e-13 1.334247e-07 1.210214e-07 -1.072712e-02 3.966793e-08 1.000000e+00 4.621172e-01
2.197400e+00 4.739202e-06 4.739202e-06 5.809329e-01 2.689414e-01 -2.578236e-07 5.651455e-13 1.351641e-07 1.226590e-07 -1.088047e-02 2.384982e-08 1.000000e+00 4.621172e-01
2.198800e+00 4.734433e-06 4.734433e-06 5.809189e-01 2.689415e-01 -2.612950e-07 2.505747e-11 1.369392e-07 1.243308e-07 -1.103807e-02 1.058521e-06 1.000000e+00 4.621171e-01
2.200200e+00 4.729686e-06 4.729686e-06 5.809048e-01 2.689414e-01 -2.647894e-07 7.636942e-13 1.387509e-07 1.260378e-07 -1.119691e-02 3.229365e-08 1.000000e+00 4.621172e-01
2.201600e+00 4.724963e-06 4.724963e-06 5.808904e-01 2.689414e-01 -2.683813e-07 6.308121e-14 1.406001e-07 1.277811e-07 -1.136014e-02 2.670125e-09 1.000000e+00 4.621172e-01
2.203000e+00 4.720263e-06 4.720263e-06 5.808756e-01 2.689414e-01 -2.720498e-07 7.140847e-14 1.424881e-07 1.295616e-07 -1.152689e-02 3.025614e-09 1.000000e+00 4.621172e-01
2.204400e+00 4.715586e-06 4.715586e-06 5.808605e-01 2.689414e-01 -2.758022e-07 5.868376e-12 1.444159e-07 1.313804e-07 -1.169747e-02 2.488928e-07 1.000000e+00 4.621171e-01
2.205800e+00 4.710933e-06 4.710933e-06 5.808451e-01 2.689414e-01 -2.796241e-07 7.823606e-13 1.463846e-07 1.332387e-07 -1.187128e-02 3.321467e-08 1.000000e+00 4.621172e-01
2.207200e+00 4.706306e-06 4.706306e-06 5.808293e-01 2.689414e-01 -2.835337e-07 7.633194e-13 1.483954e-07 1.351375e-07 -1.204910e-02 3.243816e-08 1.000000e+00 4.621172e-01
2.208600e+00 4.701703e-06 4.701703e-06 5.808132e-01 2.689414e-01 -2.875284e-07 6.539447e-13 1.504496e-07 1.370781e-07 -1.223082e-02 2.781736e-08 1.000000e+00 4.621172e-01
2.210000e+00 4.697125e-06 4.697125e-06 5.807968e-01 2.689414e-01 -2.916102e-07 1.012663e-13 1.525484e-07 1.390618e-07 -1.241654e-02 4.311840e-09 1.000000e+00 4.621172e-01
2.211400e+00 4.692574e-06 4.692574e-06 5.807800e-01 2.689414e-01 -2.957828e-07 6.495825e-14 1.546931e-07 1.410897e-07 -1.260642e-02 2.768555e-09 1.000000e+00 4.621172e-01
2.212800e+00 4.688049e-06 4.688049e-06 5.807628e-01 2.689414e-01 -3.000483e-07 1.256182e-13 1.568850e-07 1.431632e-07 -1.280056e-02 5.359081e-09 1.000000e+00 4.621172e-01
2.214200e+00 4.683550e-06 4.683550e-06 5.807452e-01 2.689414e-01 -3.044217e-07 1.229248e-11 1.591257e-07 1.452837e-07 -1.299961e-02 5.249212e-07 1.000000e+00 4.621171e-01
2.215600e+00 4.679080e-06 4.679080e-06 5.807273e-01 2.689414e-01 -3.088694e-07 2.085917e-13 1.614166e-07 1.474526e-07 -1.320214e-02 8.915930e-09 1.000000e+00 4.621172e-01
2.217000e+00 4.674636e-06 4.674636e-06 5.806968e-01 2.689470e-01 -3.164488e-07 3.022353e-09 1.637570e-07 1.496695e-07 -1.353897e-02 1.293086e-04 1.000000e+00 4.621060e-01
2.218400e+00 4.670223e-06 4.670223e-06 5.806901e-01 2.689414e-01 -3.180968e-07 4.974242e-14 1.661550e-07 1.519418e-07 -1.362234e-02 2.130195e-09 1.000000e+00 4.621172e-01
2.219800e+00 4.665838e-06 4.665838e-06 5.806709e-01 2.689414e-01 -3.228710e-07 7.534491e-14 1.686058e-07 1.542651e-07 -1.383979e-02 3.229641e-09 1.000000e+00 4.621172e-01
2.221200e+00 4.661483e-06 4.661483e-06 5.806512e-01 2.689414e-01 -3.277567e-07 2.006929e-13 1.711133e-07 1.566432e-07 -1.406234e-02 8.610688e-09 1.000000e+00 4.621172e-01
2.222600e+00 4.657158e-06 4.657158e-06 5.806311e-01 2.689414e-01 -3.327576e-07 7.377194e-13 1.736791e-07 1.590778e-07 -1.429016e-02 3.168110e-08 1.000000e+00 4.621172e-01
2.224000e+00 4.652864e-06 4.652864e-06 5.806104e-01 2.689414e-01 -3.378788e-07 2.943123e-12 1.763053e-07 1.615706e-07 -1.452347e-02 1.265080e-07 1.000000e+00 4.621171e-01
2.225400e+00 4.648603e-06 4.648603e-06 5.805893e-01 2.689414e-01 -3.431292e-07 1.210989e-11 1.789936e-07 1.641235e-07 -1.476268e-02 5.210118e-07 1.000000e+00 4.621171e-01
2.226800e+00 4.644373e-06 4.644373e-06 5.805677e-01 2.689414e-01 -3.484847e-07 2.643275e-14 1.817461e-07 1.667385e-07 -1.500675e-02 1.138270e-09 1.000000e+00 4.621172e-01
2.228200e+00 4.640178e-06 4.640178e-06 5.805456e-01 2.689414e-01 -3.539838e-07 1.148878e-12 1.845649e-07 1.694177e-07 -1.525734e-02 4.951870e-08 1.000000e+00 4.621172e-01
2.229600e+00 4.636016e-06 4.636016e-06 5.805229e-01 2.689414e-01 -3.596157e-07 4.425859e-13 1.874522e-07 1.721631e-07 -1.551400e-02 1.909337e-08 1.000000e+00 4.621172e-01
2.231000e+00 4.631889e-06 4.631889e-06 5.804997e-01 2.689414e-01 -3.653880e-07 9.828110e-13 1.904101e-07 1.749769e-07 -1.577706e-02 4.243672e-08 1.000000e+00 4.621172e-01
2.232400e+00 4.627798e-06 4.627798e-06 5.804759e-01 2.689414e-01 -3.713036e-07 1.024076e-12 1.934411e-07 1.778615e-07 -1.604666e-02 4.425761e-08 1.000000e+00 4.621172e-01
2.233800e+00 4.623744e-06 4.623744e-06 5.804513e-01 2.689415e-01 -3.774250e-07 5.830602e-11 1.965476e-07 1.808191e-07 -1.632551e-02 2.522026e-06 1.000000e+00 4.621169e-01
2.235200e+00 4.619727e-06 4.619727e-06 5.804265e-01 2.689414e-01 -3.835847e-07 3.385231e-14 1.997322e-07 1.838524e-07 -1.660638e-02 1.465555e-09 1.000000e+00 4.621172e-01
2.236600e+00 4.615749e-06 4.615749e-06 5.804008e-01 2.689414e-01 -3.899616e-07 1.943741e-13 2.029974e-07 1.869639e-07 -1.689700e-02 8.422212e-09 1.000000e+00 4.621172e-01
2.238000e+00 4.611811e-06 4.611811e-06 5.803745e-01 2.689414e-01 -3.965106e-07 8.064520e-12 2.063462e-07 1.901564e-07 -1.719544e-02 3.497333e-07 1.000000e+00 4.621171e-01
2.239400e+00 4.607913e-06 4.607913e-06 5.803475e-01 2.689414e-01 -4.032179e-07 3.974131e-12 2.097814e-07 1.934326e-07 -1.750111e-02 1.724916e-07 1.000000e+00 4.621171e-01
2.240800e+00 4.604057e-06 4.604057e-06 5.803197e-01 2.689415e-01 -4.101223e-07 2.099225e-11 2.133059e-07 1.967954e-07 -1.781569e-02 9.119024e-07 1.000000e+00 4.621171e-01
2.242200e+00 4.600244e-06 4.600244e-06 5.802913e-01 2.689414e-01 -4.171718e-07 5.451769e-13 2.169230e-07 2.002482e-07 -1.813694e-02 2.370208e-08 1.000000e+00 4.621172e-01
2.243600e+00 4.596476e-06 4.596476e-06 5.802621e-01 2.689414e-01 -4.244320e-07 2.090968e-12 2.206360e-07 2.037939e-07 -1.846771e-02 9.098136e-08 1.000000e+00 4.621171e-01
2.245000e+00 4.592753e-06 4.592753e-06 5.802321e-01 2.689414e-01 -4.318845e-07 8.915488e-14 2.244484e-07 2.074360e-07 -1.880722e-02 3.882416e-09 1.000000e+00 4.621172e-01
2.246400e+00 4.589077e-06 4.589077e-06 5.802013e-01 2.689414e-01 -4.395430e-07 1.350327e-12 2.283636e-07 2.111781e-07 -1.915606e-02 5.884961e-08 1.000000e+00 4.621172e-01
2.247800e+00 4.585449e-06 4.585449e-06 5.801697e-01 2.689414e-01 -4.474136e-07 4.336496e-12 2.323855e-07 2.150237e-07 -1.951450e-02 1.891416e-07 1.000000e+00 4.621171e-01
2.249200e+00 4.581870e-06 4.581870e-06 5.801371e-01 2.689415e-01 -4.555244e-07 2.944689e-11 2.365181e-07 2.189768e-07 -1.988377e-02 1.285366e-06 1.000000e+00 4.621170e-01
2.250600e+00 4.578342e-06 4.578342e-06 5.800865e-01 2.689494e-01 -4.681127e-07 4.314607e-09 2.407608e-07 2.230373e-07 -2.044901e-02 1.884790e-04 1.000000e+00 4.621012e-01
2.252000e+00 4.574869e-06 4.574869e-06 5.800694e-01 2.689414e-01 -4.723553e-07 1.557940e-12 2.451319e-07 2.272219e-07 -2.065000e-02 6.810860e-08 1.000000e+00 4.621172e-01
2.253400e+00 4.571450e-06 4.571450e-06 5.800340e-01 2.689414e-01 -4.811461e-07 1.751671e-12 2.496219e-07 2.315225e-07 -2.105005e-02 7.663526e-08 1.000000e+00 4.621172e-01
2.254800e+00 4.568086e-06 4.568086e-06 5.799977e-01 2.689414e-01 -4.901884e-07 1.837735e-13 2.542403e-07 2.359479e-07 -2.146143e-02 8.045971e-09 1.000000e+00 4.621172e-01
2.256200e+00 4.564781e-06 4.564781e-06 5.799596e-01 2.689417e-01 -4.996572e-07 1.624907e-10 2.589918e-07 2.405028e-07 -2.189183e-02 7.119321e-06 1.000000e+00 4.621166e-01
2.257600e+00 4.561536e-06 4.561536e-06 5.799217e-01 2.689414e-01 -5.090755e-07 2.999327e-13 2.638823e-07 2.451929e-07 -2.232036e-02 1.315051e-08 1.000000e+00 4.621172e-01
2.259000e+00 4.558353e-06 4.558353e-06 5.798815e-01 2.689417e-01 -5.190640e-07 1.246013e-10 2.689165e-07 2.500229e-07 -2.277419e-02 5.466942e-06 1.000000e+00 4.621167e-01
2.260400e+00 4.555235e-06 4.555235e-06 5.798412e-01 2.689414e-01 -5.291018e-07 2.067505e-12 2.741007e-07 2.549990e-07 -2.323050e-02 9.077489e-08 1.000000e+00 4.621171e-01
2.261800e+00 4.552183e-06 4.552183e-06 5.797991e-01 2.689414e-01 -5.395676e-07 1.312008e-13 2.794407e-07 2.601267e-07 -2.370588e-02 5.764304e-09 1.000000e+00 4.621172e-01
2.263200e+00 4.549200e-06 4.549200e-06 5.797557e-01 2.689414e-01 -5.503554e-07 1.175518e-13 2.849428e-07 2.654124e-07 -2.419570e-02 5.168021e-09 1.000000e+00 4.621172e-01
2.264600e+00 4.546288e-06 4.546288e-06 5.797110e-01 2.689414e-01 -5.614874e-07 1.086831e-11 2.906138e-07 2.708627e-07 -2.470092e-02 4.781178e-07 1.000000e+00 4.621171e-01
2.266000e+00 4.543450e-06 4.543450e-06 5.796649e-01 2.689414e-01 -5.729544e-07 9.313470e-12 2.964607e-07 2.764843e-07 -2.522111e-02 4.099735e-07 1.000000e+00 4.621171e-01
2.267400e+00 4.540690e-06 4.540690e-06 5.796174e-01 2.689414e-01 -5.847830e-07 7.418512e-12 3.024909e-07 2.822847e-07 -2.575745e-02 3.267571e-07 1.000000e+00 4.621171e-01
2.268800e+00 4.538009e-06 4.538009e-06 5.795683e-01 2.689414e-01 -5.969978e-07 1.428459e-11 3.087122e-07 2.882714e-07 -2.631100e-02 6.295531e-07 1.000000e+00 4.621171e-01
2.270200e+00 4.535411e-06 4.535411e-06 5.795177e-01 2.689414e-01 -6.095863e-07 1.052267e-12 3.151327e-07 2.944525e-07 -2.688119e-02 4.640226e-08 1.000000e+00 4.621172e-01
2.271600e+00 4.532899e-06 4.532899e-06 5.794654e-01 2.689414e-01 -6.225977e-07 6.805231e-14 3.217612e-07 3.008365e-07 -2.747018e-02 3.002596e-09 1.000000e+00 4.621172e-01
2.273000e+00 4.530476e-06 4.530476e-06 5.794114e-01 2.689414e-01 -6.360424e-07 3.319046e-12 3.286068e-07 3.074323e-07 -2.807839e-02 1.465208e-07 1.000000e+00 4.621171e-01
2.274400e+00 4.528147e-06 4.528147e-06 5.793540e-01 2.689421e-01 -6.503153e-07 3.879717e-10 3.356784e-07 3.142489e-07 -2.872324e-02 1.713600e-05 1.000000e+00 4.621157e-01
2.275800e+00 4.525914e-06 4.525914e-06 5.792979e-01 2.689414e-01 -6.642880e-07 1.924850e-12 3.429881e-07 3.212979e-07 -2.935486e-02 8.505904e-08 1.000000e+00 4.621172e-01
2.277200e+00 4.523783e-06 4.523783e-06 5.792382e-01 2.689414e-01 -6.791385e-07 5.377252e-12 3.505448e-07 3.285883e-07 -3.002525e-02 2.377325e-07 1.000000e+00 4.621171e-01
2.278600e+00 4.521757e-06 4.521757e-06 5.791765e-01 2.689414e-01 -6.944924e-07 7.334442e-14 3.583606e-07 3.361317e-07 -3.071781e-02 3.244067e-09 1.000000e+00 4.621172e-01
2.280000e+00 4.519841e-06 4.519841e-06 5.791126e-01 2.689414e-01 -7.103887e-07 1.288512e-12 3.664473e-07 3.439401e-07 -3.143424e-02 5.701579e-08 1.000000e+00 4.621172e-01
2.281400e+00 4.518039e-06 4.518039e-06 5.790465e-01 2.689414e-01 -7.268465e-07 2.867197e-12 3.748178e-07 3.520258e-07 -3.217531e-02 1.269222e-07 1.000000e+00 4.621171e-01
2.282800e+00 4.516357e-06 4.516357e-06 5.789781e-01 2.689414e-01 -7.438888e-07 9.146820e-13 3.834856e-07 3.604023e-07 -3.294198e-02 4.050530e-08 1.000000e+00 4.621172e-01
2.284200e+00 4.514800e-06 4.514800e-06 5.789071e-01 2.689414e-01 -7.615499e-07 1.540595e-12 3.924649e-07 3.690835e-07 -3.373571e-02 6.824642e-08 1.000000e+00 4.621172e-01
2.285600e+00 4.513374e-06 4.513374e-06 5.788336e-01 2.689414e-01 -7.798566e-07 1.198380e-12 4.017710e-07 3.780844e-07 -3.455759e-02 5.310350e-08 1.000000e+00 4.621172e-01
2.287000e+00 4.512084e-06 4.512084e-06 5.787573e-01 2.689414e-01 -7.988421e-07 1.378162e-12 4.114198e-07 3.874209e-07 -3.540900e-02 6.108762e-08 1.000000e+00 4.621172e-01
2.288400e+00 4.510938e-06 4.510938e-06 5.786782e-01 2.689414e-01 -8.185388e-07 3.817047e-13 4.214287e-07 3.971097e-07 -3.629129e-02 1.692351e-08 1.000000e+00 4.621172e-01
2.289800e+00 4.509942e-06 4.509942e-06 5.785946e-01 2.689421e-01 -8.393739e-07 3.908461e-10 4.318149e-07 4.071682e-07 -3.722327e-02 1.733264e-05 1.000000e+00 4.621157e-01
2.291200e+00 4.509104e-06 4.509104e-06 5.785108e-01 2.689414e-01 -8.602180e-07 4.627112e-13 4.426001e-07 4.176175e-07 -3.815472e-02 2.052342e-08 1.000000e+00 4.621172e-01
2.292600e+00 4.508431e-06 4.508431e-06 5.784222e-01 2.689415e-01 -8.822995e-07 2.117657e-11 4.538026e-07 4.284757e-07 -3.913998e-02 9.394206e-07 1.000000e+00 4.621171e-01
2.294000e+00 4.507932e-06 4.507932e-06 5.783302e-01 2.689414e-01 -9.052158e-07 5.271853e-12 4.654452e-07 4.397654e-07 -4.016103e-02 2.338923e-07 1.000000e+00 4.621171e-01
2.295400e+00 4.507615e-06 4.507615e-06 5.782344e-01 2.689414e-01 -9.290609e-07 2.798552e-13 4.775513e-07 4.515094e-07 -4.122184e-02 1.241700e-08 1.000000e+00 4.621172e-01
2.296800e+00 4.507489e-06 4.507489e-06 5.781348e-01 2.689414e-01 -9.538783e-07 1.647041e-13 4.901458e-07 4.637324e-07 -4.232415e-02 7.308019e-09 1.000000e+00 4.621172e-01
2.298200e+00 4.507566e-06 4.507566e-06 5.780310e-01 2.689414e-01 -9.797173e-07 1.108785e-12 5.032554e-07 4.764608e-07 -4.346990e-02 4.919664e-08 1.000000e+00 4.621172e-01
2.299600e+00 4.507856e-06 4.507856e-06 5.779230e-01 2.689414e-01 -1.006632e-06 7.112926e-13 5.169088e-07 4.897227e-07 -4.466124e-02 3.155791e-08 1.000000e+00 4.621172e-01
2.301000e+00 4.508369e-06 4.508369e-06 5.778096e-01 2.689418e-01 -1.034886e-06 2.024977e-10 5.311359e-07 5.035478e-07 -4.590956e-02 8.983189e-06 1.000000e+00 4.621164e-01
2.302400e+00 4.509120e-06 4.509120e-06 5.776929e-01 2.689414e-01 -1.063942e-06 1.665000e-12 5.459708e-07 5.179697e-07 -4.719069e-02 7.385034e-08 1.000000e+00 4.621172e-01
2.303800e+00 4.510120e-06 4.510120e-06 5.775704e-01 2.689414e-01 -1.094469e-06 1.627789e-13 5.614473e-07 5.330218e-07 -4.853393e-02 7.218385e-09 1.000000e+00 4.621172e-01
2.305200e+00 4.511385e-06 4.511385e-06 5.774425e-01 2.689414e-01 -1.126345e-06 3.918228e-13 5.776034e-07 5.487414e-07 -4.993346e-02 1.737040e-08 1.000000e+00 4.621172e-01
2.306600e+00 4.512929e-06 4.512929e-06 5.773088e-01 2.689414e-01 -1.159656e-06 7.839180e-12 5.944795e-07 5.651687e-07 -5.139261e-02 3.474099e-07 1.000000e+00 4.621171e-01
2.308000e+00 4.514769e-06 4.514769e-06 5.771690e-01 2.689414e-01 -1.194474e-06 8.168610e-12 6.121191e-07 5.823464e-07 -5.291406e-02 3.618617e-07 1.000000e+00 4.621171e-01
2.309400e+00 4.516922e-06 4.516922e-06 5.770226e-01 2.689415e-01 -1.230951e-06 6.150336e-11 6.305688e-07 6.003207e-07 -5.450397e-02 2.723242e-06 1.000000e+00 4.621169e-01
2.310800e+00 4.519409e-06 4.519409e-06 5.768699e-01 2.689414e-01 -1.269023e-06 1.584531e-12 6.498794e-07 6.191417e-07 -5.615879e-02 7.012117e-08 1.000000e+00 4.621172e-01
2.312200e+00 4.522249e-06 4.522249e-06 5.767096e-01 2.689414e-01 -1.308976e-06 8.621535e-12 6.701047e-07 6.388628e-07 -5.789050e-02 3.812941e-07 1.000000e+00 4.621171e-01
2.313600e+00 4.525464e-06 4.525464e-06 5.765415e-01 2.689414e-01 -1.350847e-06 6.867102e-13 6.913038e-07 6.595421e-07 -5.969980e-02 3.034872e-08 1.000000e+00 4.621172e-01
2.315000e+00 4.529080e-06 4.529080e-06 5.763653e-01 2.689414e-01 -1.394784e-06 1.188143e-12 7.135399e-07 6.812424e-07 -6.159236e-02 5.246729e-08 1.000000e+00 4.621172e-01
2.316400e+00 4.533121e-06 4.533121e-06 5.761802e-01 2.689414e-01 -1.440914e-06 7.634896e-13 7.368819e-07 7.040316e-07 -6.357273e-02 3.368494e-08 1.000000e+00 4.621172e-01
2.317800e+00 4.537616e-06 4.537616e-06 5.759857e-01 2.689414e-01 -1.489389e-06 1.430342e-12 7.614040e-07 7.279832e-07 -6.564631e-02 6.304377e-08 1.000000e+00 4.621172e-01
2.319200e+00 4.542595e-06 4.542595e-06 5.757812e-01 2.689414e-01 -1.540368e-06 4.109093e-12 7.871870e-07 7.531773e-07 -6.781887e-02 1.809139e-07 1.000000e+00 4.621171e-01
2.320600e+00 4.548093e-06 4.548093e-06 5.755660e-01 2.689414e-01 -1.594022e-06 2.650553e-12 8.143188e-07 7.797007e-07 -7.009628e-02 1.165567e-07 1.000000e+00 4.621171e-01
2.322000e+00 4.554146e-06 4.554146e-06 5.753392e-01 2.689414e-01 -1.650556e-06 1.369591e-11 8.428947e-07 8.076478e-07 -7.248588e-02 6.014701e-07 1.000000e+00 4.621171e-01
2.323400e+00 4.560792e-06 4.560792e-06 5.751002e-01 2.689414e-01 -1.710147e-06 6.608051e-12 8.730189e-07 8.371218e-07 -7.499344e-02 2.897765e-07 1.000000e+00 4.621171e-01
2.324800e+00 4.568074e-06 4.568074e-06 5.748477e-01 2.689415e-01 -1.773103e-06 6.349947e-11 9.048045e-07 8.682347e-07 -7.763020e-02 2.780142e-06 1.000000e+00 4.621169e-01
2.326200e+00 4.576042e-06 4.576042e-06 5.745815e-01 2.689414e-01 -1.839491e-06 4.403510e-12 9.383761e-07 9.011102e-07 -8.039659e-02 1.924593e-07 1.000000e+00 4.621171e-01
2.327600e+00 4.584739e-06 4.584739e-06 5.742855e-01 2.689480e-01 -1.913299e-06 3.578571e-09 9.738533e-07 9.358669e-07 -8.346381e-02 1.561080e-04 1.000000e+00 4.621039e-01
2.329000e+00 4.594239e-06 4.594239e-06 5.740007e-01 2.689418e-01 -1.984315e-06 1.873089e-10 1.011431e-06 9.726967e-07 -8.638274e-02 8.154077e-06 1.000000e+00 4.621165e-01
2.330400e+00 4.604589e-06 4.604589e-06 5.736854e-01 2.689414e-01 -2.062947e-06 3.037201e-13 1.051228e-06 1.011719e-06 -8.960396e-02 1.319206e-08 1.000000e+00 4.621172e-01
