################
# [default parameters]
# 	{'NL': 40, 'NR': 2, 'GNL': 1e-3, 'GNR': 1e-3, 'GS': 1., 'wL': 5., 'wR': 1., 'lambdaL': 0.1, 'lambdaR': 0., 'QL': 1e5, 'QR': 1e5, 'TL': 25., 'TR': 0., 'muL': -1e3, 'muR': -1e3}
# [assignments]
# 	{'eLu': '_eps_', 'eLd': '_eps_', 'eRu': '_eps_', 'eRd': '_eps_'}
# [variables]
#	[eps]
# [model version]
#	vMattiaChargevib_15_02_2019_01
# [format]
#	['eps', 'IL', 'IR', 'nOscL', 'nOscR', 'ComBoseL', 'ComBoseR']
################
-3.000000000000000000e+00	2.776371635091200466e-05	2.776371635091199789e-05	4.529066295315275603e+00	-1.422961447945651189e-27	9.969035719297417719e-01	9.999999999999998890e-01
-2.990769230769230624e+00	2.796572428842280389e-05	2.796572428842276323e-05	4.529944595157263443e+00	-1.433379206208460076e-27	9.968992362545610053e-01	1.000000000000000000e+00
-2.981538461538461693e+00	2.817137697582420899e-05	2.817137697582429030e-05	4.530866474288234969e+00	-1.446601559949651317e-27	9.968946804110365711e-01	1.000000000000000444e+00
-2.972307692307692317e+00	2.838083934454691204e-05	2.838083934454684428e-05	4.531834809053421509e+00	-1.460305635533657920e-27	9.968898895304415531e-01	1.000000000000000444e+00
-2.963076923076922942e+00	2.859428884440516185e-05	2.859428884440517202e-05	4.532852714927798843e+00	-1.474503561870016497e-27	9.968848474787539438e-01	1.000000000000000222e+00
-2.953846153846154010e+00	2.881191667969521019e-05	2.881191667969536943e-05	4.533923570655839619e+00	-1.488553337060992645e-27	9.968795367259070117e-01	9.999999999999997780e-01
-2.944615384615384635e+00	2.903392919173624408e-05	2.903392919173633556e-05	4.535051045274616222e+00	-1.503385621398080098e-27	9.968739381990365800e-01	1.000000000000000222e+00
-2.935384615384615259e+00	2.926054940806570786e-05	2.926054940806568076e-05	4.536239128418564803e+00	-1.518391128404545010e-27	9.968680311174941133e-01	1.000000000000000000e+00
-2.926153846153846327e+00	2.949201878168310255e-05	2.949201878168313982e-05	4.537492164369792746e+00	-3.774198266146334500e-27	9.968617928069715139e-01	1.000000000000001110e+00
-2.916923076923076952e+00	2.972859914747859292e-05	2.972859914747849128e-05	4.538814890389895496e+00	-1.549357199891922967e-27	9.968551984896730778e-01	1.000000000000000222e+00
-2.907692307692307576e+00	2.997057492744221137e-05	2.997057492744222831e-05	4.540212479959858882e+00	-1.565878610988031637e-27	9.968482210469890026e-01	1.000000000000000222e+00
-2.898461538461538645e+00	3.021825562150594449e-05	3.021825562150594110e-05	4.541690591656123210e+00	-1.579404866823400725e-27	9.968408307504154076e-01	9.999999999999997780e-01
-2.889230769230769269e+00	3.047197862710819351e-05	3.047197862710813253e-05	4.543255424519359487e+00	-1.596468249675176662e-27	9.968329949558616399e-01	9.999999999999991118e-01
-2.879999999999999893e+00	3.073211243804828901e-05	3.073211243804828901e-05	4.544913780915582180e+00	-1.613974231899437351e-27	9.968246777555209714e-01	9.999999999999995559e-01
-2.870769230769230962e+00	3.099906028209271870e-05	3.099906028209272547e-05	4.546673138069590614e+00	-1.631881799718109212e-27	9.968158395804688210e-01	9.999999999999998890e-01
-2.861538461538461586e+00	3.127326426748573967e-05	3.127326426748579388e-05	4.548541729663708288e+00	-1.650804620691465239e-27	9.968064367458832065e-01	9.999999999999995559e-01
-2.852307692307692211e+00	3.155521012139620606e-05	3.155521012139632804e-05	4.550528639147407794e+00	-1.669940141060826765e-27	9.967964209292822231e-01	1.000000000000001332e+00
-2.843076923076923279e+00	3.184543261886520817e-05	3.184543261886514719e-05	4.552643906716629552e+00	-1.689625782923955789e-27	9.967857385702578732e-01	1.000000000000001110e+00
-2.833846153846153904e+00	3.214452181964547292e-05	3.214452181964558812e-05	4.554898652293419836e+00	-2.013401004474680821e-27	9.967743301780447318e-01	1.000000000000001776e+00
-2.824615384615384528e+00	3.245313025326698281e-05	3.245313025326692182e-05	4.557305217294162603e+00	-2.037808960267688155e-27	9.967621295303916718e-01	1.000000000000000222e+00
-2.815384615384615152e+00	3.277198122063825782e-05	3.277198122063821716e-05	4.559877328533598728e+00	-2.063425727578409264e-27	9.967490627439239415e-01	9.999999999999995559e-01
-2.806153846153846221e+00	3.310187841482815392e-05	3.310187841482837076e-05	4.562630288291785519e+00	-2.086356117766596759e-27	9.967350471919774746e-01	9.999999999999992228e-01
-2.796923076923076845e+00	3.344371710595413791e-05	3.344371710595407692e-05	4.565581195419314398e+00	-4.943292277953261332e-26	9.967199902407949397e-01	1.000000000000000222e+00
-2.787692307692307470e+00	3.379849718739281588e-05	3.379849718739278878e-05	4.568749203393710268e+00	-5.003437482425089151e-27	9.967037877685271940e-01	1.000000000000000222e+00
-2.778461538461538538e+00	3.416733844552648713e-05	3.416733844552651423e-05	4.572155822540279857e+00	-2.171264240754690360e-27	9.966863224235762431e-01	1.000000000000000222e+00
-2.769230769230769162e+00	3.455149849633104835e-05	3.455149849633117032e-05	4.575825275244858048e+00	-2.202065539782983043e-27	9.966674615687635130e-01	1.000000000000000000e+00
-2.759999999999999787e+00	3.495239393395034052e-05	3.495239393395037440e-05	4.579784915022779401e+00	-2.326466659972690432e-27	9.966470548452481815e-01	1.000000000000000000e+00
-2.750769230769230855e+00	3.537162536471958707e-05	3.537162536471944477e-05	4.584065722866589532e+00	-2.362409647331187034e-27	9.966249312740781408e-01	9.999999999999997780e-01
