0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.688963210702341886e-04,2.174177014370390348e-01,1.214970794860508407e+00,nan,nan,0.000000000000000000e+00
1.337792642140468377e-03,2.397201038410707419e+00,3.232178514672535474e+00,nan,nan,0.000000000000000000e+00
2.006688963210702566e-03,1.265935208335220636e+02,1.723414932829957058e+00,nan,nan,1.263865740740741188e+02
2.675585284280936754e-03,2.170421888019154437e+02,9.265801311862209566e-01,nan,nan,2.169257812500000000e+02
3.344481605351170943e-03,2.589070008333277997e+02,8.176624388355675510e-01,nan,nan,2.588324999999999818e+02
4.013377926421405131e-03,2.816483802083816954e+02,7.894823937288018012e-01,nan,nan,2.815966435185185333e+02
4.682274247491639320e-03,2.953607147108886011e+02,7.802372392833665238e-01,nan,nan,2.953227040816326507e+02
5.351170568561873508e-03,3.042605472005395768e+02,7.768906252537738366e-01,nan,nan,3.042314453125000000e+02
6.020066889632107697e-03,3.103622430555636242e+02,7.756916066441048585e-01,nan,nan,3.103392489711933990e+02
6.688963210702341886e-03,3.147267502082815440e+02,7.753469749757475604e-01,nan,nan,3.147081249999999955e+02
7.357859531772576074e-03,3.179559919077136669e+02,7.753555252930550701e-01,nan,nan,3.179405991735537214e+02
8.026755852842810263e-03,3.204120950521266877e+02,7.755073906559910579e-01,nan,nan,3.203991608796296191e+02
8.695652173913045319e-03,3.223235208333287005e+02,7.757104337303816211e-01,nan,nan,3.223125000000000000e+02
9.364548494983278640e-03,3.238401786777231450e+02,7.759234299118523692e-01,nan,nan,3.238306760204081343e+02
1.003344481605351196e-02,3.250637408333262215e+02,7.761282464242226231e-01,nan,nan,3.250554629629629062e+02
1.070234113712374702e-02,3.260651368001285846e+02,7.763175398620497658e-01,nan,nan,3.260578613281250000e+02
1.137123745819398207e-02,3.268950692762467725e+02,7.764890631129137688e-01,nan,nan,3.268886245674740394e+02
1.204013377926421539e-02,3.275905607638492825e+02,7.766429426879004616e-01,nan,nan,3.275848122427983071e+02
1.270903010033444872e-02,3.281791551823534974e+02,7.767803490899188867e-01,nan,nan,3.281739958448753214e+02
1.337792642140468377e-02,3.286816875520916028e+02,7.769028438592028296e-01,nan,nan,3.286770312499999704e+02
1.404682274247491883e-02,3.291141534864152618e+02,7.770120613696784861e-01,nan,nan,3.291099300831443770e+02
1.471571906354515215e-02,3.294889979769232013e+02,7.771095607610410960e-01,nan,nan,3.294851497933884161e+02
1.538461538461538547e-02,3.298160208333417813e+02,7.771967634823825355e-01,nan,nan,3.298124999999999432e+02
1.605351170568562053e-02,3.301030237630175179e+02,7.772749343612991302e-01,nan,nan,3.300997902199073906e+02
1.672240802675585558e-02,3.303562800333675114e+02,7.773451834054304621e-01,nan,nan,3.303532999999999902e+02
1.739130434782609064e-02,3.305808802083514024e+02,7.774084774347269633e-01,nan,nan,3.305781250000000000e+02
1.806020066889632222e-02,3.307809899691357600e+02,7.774656551536623939e-01,nan,nan,3.307784350708733427e+02
1.872909698996655728e-02,3.309600446694412312e+02,7.775174429091030737e-01,nan,nan,3.309576690051020478e+02
1.939799331103679234e-02,3.311208977655589933e+02,7.775644696912310527e-01,nan,nan,3.311186831153388539e+02
2.006688963210702392e-02,3.312659352083537101e+02,7.776072805206268868e-01,nan,nan,3.312638657407406981e+02
2.073578595317725898e-02,3.313971644337416365e+02,7.776463485049859292e-01,nan,nan,3.313952263267429430e+02
2.140468227424749403e-02,3.315162842000497676e+02,7.776820848328463986e-01,nan,nan,3.315144653320312500e+02
2.207357859531772909e-02,3.316247398416400074e+02,7.777148480067822556e-01,nan,nan,3.316230295378022674e+02
2.274247491638796415e-02,3.317237673190641090e+02,7.777449511723729669e-01,nan,nan,3.317221561418684814e+02
2.341137123745819573e-02,3.318144285884927740e+02,7.777726683264555296e-01,nan,nan,3.318129081632652628e+02
2.408026755852843079e-02,3.318976401909824858e+02,7.777982401645832100e-01,nan,nan,3.318962030606995768e+02
2.474916387959866584e-02,3.319741965089797304e+02,7.778218783666115410e-01,nan,nan,3.319728360116873205e+02
2.541806020066889743e-02,3.320447887955837700e+02,7.778437699019703500e-01,nan,nan,3.320434989612188019e+02
2.608695652173913249e-02,3.321100208331911290e+02,7.778640800211636952e-01,nan,nan,3.321087962962963047e+02
2.675585284280936754e-02,3.321704218879511359e+02,7.778829549799637366e-01,nan,nan,3.321692578124999500e+02
2.742474916387960260e-02,3.322264574781959254e+02,7.779005251894441919e-01,nan,nan,3.322253494943485634e+02
2.809364548494983765e-02,3.322785383714401064e+02,7.779169068272607790e-01,nan,nan,3.322774825207860658e+02
2.876254180602006924e-02,3.323270281345401145e+02,7.779322030007959077e-01,nan,nan,3.323260208220659706e+02
2.943143812709030430e-02,3.323722494941562218e+02,7.779465068632314129e-01,nan,nan,3.323712874483470614e+02
3.010033444816053935e-02,3.324144897220989492e+02,7.779599012312428119e-01,nan,nan,3.324135699588477451e+02
3.076923076923077094e-02,3.324540052083002024e+02,7.779724610142539909e-01,nan,nan,3.324531250000000000e+02
3.143812709030100599e-02,3.324910253602124044e+02,7.779842534114991270e-01,nan,nan,3.324901822091443933e+02
3.210702341137124105e-02,3.325257559410354702e+02,7.779953388880888054e-01,nan,nan,3.325249475549768476e+02
3.277591973244147611e-02,3.325583819325349282e+02,7.780057733981498025e-01,nan,nan,3.325576062057475610e+02
3.344481605351171116e-02,3.325890700076575399e+02,7.780156053609154077e-01,nan,nan,3.325883249999999975e+02
3.411371237458194622e-02,3.326179706601998873e+02,7.780248797289675000e-01,nan,nan,3.326172545815712169e+02
3.478260869565218127e-02,3.326452200520686802e+02,7.780336382719490462e-01,nan,nan,3.326445312500000000e+02
3.545150501672240939e-02,3.326709416236320749e+02,7.780419182443868431e-01,nan,nan,3.326702785688856920e+02
3.612040133779264445e-02,3.326952474920404370e+02,7.780497536784787282e-01,nan,nan,3.326946087677183073e+02
3.678929765886287950e-02,3.327182396762630674e+02,7.780571751880688280e-01,nan,nan,3.327176239669421420e+02
3.745819397993311456e-02,3.327400111671240097e+02,7.780642119319763905e-01,nan,nan,3.327394172512754835e+02
3.812709030100334961e-02,3.327606468720766770e+02,7.780708889593457300e-01,nan,nan,3.327600736123935690e+02
3.879598662207358467e-02,3.327802244413132371e+02,7.780772310577016571e-01,nan,nan,3.327796707788347135e+02
3.946488294314381973e-02,3.327988150014503503e+02,7.780832599356922730e-01,nan,nan,3.327982799482907126e+02
4.013377926421404784e-02,3.328164838018684577e+02,7.780889951548578543e-01,nan,nan,3.328159664351851461e+02
4.080267558528428290e-02,3.328332907875255273e+02,7.780944565663928669e-01,nan,nan,3.328327902445578843e+02
4.147157190635451796e-02,3.328492911083174590e+02,7.780996602022707265e-01,nan,nan,3.328488065816857215e+02
4.214046822742475301e-02,3.328645355725083164e+02,7.781046222329680573e-01,nan,nan,3.328640663055345499e+02
4.280936454849498807e-02,3.328790710499401371e+02,7.781093577592731458e-01,nan,nan,3.328786163330078125e+02
4.347826086956522312e-02,3.328929408331820241e+02,7.781138798836050308e-01,nan,nan,3.328924999999999841e+02
4.414715719063545818e-02,3.329061849603577912e+02,7.781182011106418939e-01,nan,nan,3.329057573844505669e+02
4.481605351170569324e-02,3.329188405032576270e+02,7.781223336113403111e-01,nan,nan,3.329184255959010557e+02
4.548494983277592829e-02,3.329309418298028618e+02,7.781262872708410994e-01,nan,nan,3.329305390354671204e+02
4.615384615384615641e-02,3.329425208333291266e+02,7.781300731077822608e-01,nan,nan,3.329421296296296191e+02
4.682274247491639146e-02,3.329536071470730008e+02,7.781337001265087316e-01,nan,nan,3.329532270408162731e+02
4.749163879598662652e-02,3.329642283318362956e+02,7.781371770111947805e-01,nan,nan,3.329638588573695301e+02
4.816053511705686158e-02,3.329744100476708581e+02,7.781405120270330489e-01,nan,nan,3.329740507651748658e+02
4.882943143812709663e-02,3.329841762095588820e+02,7.781437125832267876e-01,nan,nan,3.329838267029460894e+02
4.949832775919733169e-02,3.329935491272479453e+02,7.781467859246307128e-01,nan,nan,3.329932090029218443e+02
5.016722408026756674e-02,3.330025496334775994e+02,7.781497385135646150e-01,nan,nan,3.330022185185184753e+02
5.083612040133779486e-02,3.330111971990170900e+02,7.781525768946396804e-01,nan,nan,3.330108747403047005e+02
5.150501672240802992e-02,3.330195100389364029e+02,7.781553067197305440e-01,nan,nan,3.330191959015010639e+02
5.217391304347826497e-02,3.330275052083379705e+02,7.781579333175679958e-01,nan,nan,3.330271990740740762e+02
5.284280936454850003e-02,3.330351986894811489e+02,7.781604618764919046e-01,nan,nan,3.330349002563691556e+02
5.351170568561873508e-02,3.330426054720086313e+02,7.781628972680356693e-01,nan,nan,3.330423144531250159e+02
5.418060200668897014e-02,3.330497396261950485e+02,7.781652439315200898e-01,nan,nan,3.330494557486155145e+02
5.484949832775920520e-02,3.330566143695498340e+02,7.781675061283409578e-01,nan,nan,3.330563373735871551e+02
5.551839464882944025e-02,3.330632421281495681e+02,7.781696878676900297e-01,nan,nan,3.330629717665843827e+02
5.618729096989967531e-02,3.330696345928942037e+02,7.781717929064806416e-01,nan,nan,3.330693706301964880e+02
5.685618729096990343e-02,3.330758027710460283e+02,7.781738247809041331e-01,nan,nan,3.330755449826989434e+02
5.752508361204013848e-02,3.330817570336340054e+02,7.781757868441824266e-01,nan,nan,3.330815052055164642e+02
5.819397993311037354e-02,3.330875071591382266e+02,7.781776822409570693e-01,nan,nan,3.330872610868894981e+02
5.886287625418060859e-02,3.330930623735559948e+02,7.781795139648758353e-01,nan,nan,3.330928218620867369e+02
5.953177257525084365e-02,3.330984313875496241e+02,7.781812848235987179e-01,nan,nan,3.330981962504733929e+02
6.020066889632107870e-02,3.331036224305486826e+02,7.781829974742155986e-01,nan,nan,3.331033924897118936e+02
6.086956521739131376e-02,3.331086432823142900e+02,7.781846544323028914e-01,nan,nan,3.331084183673469283e+02
6.153846153846154188e-02,3.331135013020687552e+02,7.781862581017319203e-01,nan,nan,3.331132812499999432e+02
6.220735785953177693e-02,3.331182034555925497e+02,7.781878107115864918e-01,nan,nan,3.331179881103788034e+02
6.287625418060201199e-02,3.331227563400604481e+02,7.781893144164966358e-01,nan,nan,3.331225455522861125e+02
6.354515050167225398e-02,3.331271662072742856e+02,7.781907712537580180e-01,nan,nan,3.331269598337949560e+02
6.421404682274248210e-02,3.331314389851730766e+02,7.781921831257482269e-01,nan,nan,3.331312368887441835e+02
6.488294314381271022e-02,3.331355802976681275e+02,7.781935518677220998e-01,nan,nan,3.331353823466893118e+02
6.555183946488295221e-02,3.331395954832142365e+02,7.781948792221022870e-01,nan,nan,3.331394015514368903e+02
6.622073578595318033e-02,3.331434896120262579e+02,7.781961668377325170e-01,nan,nan,3.331432995782743092e+02
6.688963210702342232e-02,3.331472675020789893e+02,7.781974162807488993e-01,nan,nan,3.331470812499999852e+02
6.755852842809365044e-02,3.331509337340183379e+02,7.781986290459400601e-01,nan,nan,3.331507511518478282e+02
6.822742474916389244e-02,3.331544926650809657e+02,7.781998065380104634e-01,nan,nan,3.331543136453927900e+02
6.889632107023412055e-02,3.331579484419613095e+02,7.782009501300801713e-01,nan,nan,3.331577728815157116e+02
6.956521739130436255e-02,3.331613050130183069e+02,7.782020610931246196e-01,nan,nan,3.331611328125000000e+02
7.023411371237459067e-02,3.331645661394525177e+02,7.782031406617814229e-01,nan,nan,3.331643972033257342e+02
7.090301003344481878e-02,3.331677354059131630e+02,7.782041900050008509e-01,nan,nan,3.331675696422213946e+02
7.157190635451506078e-02,3.331708162303087306e+02,7.782052102408368865e-01,nan,nan,3.331706535505284137e+02
7.224080267558528889e-02,3.331738118730635279e+02,7.782062024337491613e-01,nan,nan,3.331736521919295910e+02
7.290969899665553089e-02,3.331767254457417380e+02,7.782071675930327670e-01,nan,nan,3.331765686810874172e+02
7.357859531772575901e-02,3.331795599190724602e+02,7.782081067044857026e-01,nan,nan,3.331794059917355071e+02
7.424749163879600100e-02,3.331823181306284596e+02,7.782090206820398981e-01,nan,nan,3.331821669642615120e+02
7.491638795986622912e-02,3.331850027918396790e+02,7.782099104205701945e-01,nan,nan,3.331848543128188567e+02
7.558528428093645724e-02,3.331876164947012171e+02,7.782107767687043154e-01,nan,nan,3.331874706319993606e+02
7.625418060200669923e-02,3.331901617180268431e+02,7.782116205379815410e-01,nan,nan,3.331900184030984065e+02
7.692307692307692735e-02,3.331926408333368954e+02,7.782124424992410416e-01,nan,nan,3.331924999999999955e+02
7.759197324414716934e-02,3.331950561103415112e+02,7.782132434100871299e-01,nan,nan,3.331949176947086926e+02
7.826086956521739746e-02,3.331974097222214937e+02,7.782140239663996040e-01,nan,nan,3.331972736625514244e+02
7.892976588628763945e-02,3.331997037504222021e+02,7.782147848586173922e-01,nan,nan,3.331995699870726639e+02
7.959866220735786757e-02,3.332019401893070381e+02,7.782155267483839012e-01,nan,nan,3.332018086646423285e+02
8.026755852842809569e-02,3.332041209505201209e+02,7.782162502476622779e-01,nan,nan,3.332039916087962865e+02
8.093645484949833768e-02,3.332062478670081305e+02,7.782169559655965907e-01,nan,nan,3.332061206543268668e+02
8.160535117056856580e-02,3.332083226969073735e+02,7.782176444872522802e-01,nan,nan,3.332081975611394569e+02
8.227424749163880779e-02,3.332103471272038746e+02,7.782183163529742265e-01,nan,nan,3.332102240178905390e+02
8.294314381270903591e-02,3.332123227771064649e+02,7.782189721013023087e-01,nan,nan,3.332122016454214304e+02
8.361204013377927791e-02,3.332142512013281248e+02,7.782196122433183705e-01,nan,nan,3.332141320000000064e+02
8.428093645484950602e-02,3.332161338931346108e+02,7.782202372694158043e-01,nan,nan,3.332160165763835948e+02
8.494983277591974802e-02,3.332179722872372167e+02,7.782208476476560888e-01,nan,nan,3.332178568107136130e+02
8.561872909698997614e-02,3.332197677624987477e+02,7.782214438407715207e-01,nan,nan,3.332196540832518963e+02
8.628762541806020425e-02,3.332215216445847545e+02,7.782220262722446824e-01,nan,nan,3.332214097209702572e+02
8.695652173913044625e-02,3.332232352083343585e+02,7.782225953718677758e-01,nan,nan,3.332231249999999818e+02
8.762541806020067436e-02,3.332249096801326118e+02,7.782231515439587133e-01,nan,nan,3.332248011479517231e+02
8.829431438127091636e-02,3.332265462400943647e+02,7.782236951676333447e-01,nan,nan,3.332264393461126133e+02
8.896321070234114448e-02,3.332281460241335367e+02,7.782242266190940727e-01,nan,nan,3.332280407315280399e+02
8.963210702341138647e-02,3.332297101259152896e+02,7.782247462643208102e-01,nan,nan,3.332296063989752497e+02
9.030100334448161459e-02,3.332312395987671607e+02,7.782252544489319801e-01,nan,nan,3.332311374028349178e+02
9.096989966555185658e-02,3.332327354574396168e+02,7.782257515080049926e-01,nan,nan,3.332326347588667659e+02
9.163879598662208470e-02,3.332341986797816844e+02,7.782262377584958646e-01,nan,nan,3.332340994458947989e+02
9.230769230769231282e-02,3.332356302083345554e+02,7.782267135128995150e-01,nan,nan,3.332355324074073906e+02
9.297658862876255481e-02,3.332370309518530007e+02,7.782271790755220797e-01,nan,nan,3.332369345530769351e+02
9.364548494983278293e-02,3.332384017867748298e+02,7.782276347279157847e-01,nan,nan,3.332383067602040683e+02
9.431438127090302492e-02,3.332397435585446033e+02,7.782280807543033863e-01,nan,nan,3.332396498750900946e+02
9.498327759197325304e-02,3.332410570829661651e+02,7.782285174184644383e-01,nan,nan,3.332409647143423967e+02
9.565217391304349503e-02,3.332423431473845312e+02,7.782289449895780642e-01,nan,nan,3.332422520661156682e+02
9.632107023411372315e-02,3.332436025119316128e+02,7.782293637141626252e-01,nan,nan,3.332435126912936880e+02
9.698996655518395127e-02,3.332448359106175531e+02,7.782297738306449553e-01,nan,nan,3.332447473246135132e+02
9.765886287625419326e-02,3.332460440523927900e+02,7.782301755737807136e-01,nan,nan,3.332459566757365224e+02
9.832775919732442138e-02,3.332472276221644734e+02,7.782305691743769405e-01,nan,nan,3.332471414302682433e+02
9.899665551839466338e-02,3.332483872818060604e+02,7.782309548494249496e-01,nan,nan,3.332483022507304327e+02
9.966555183946489149e-02,3.332495236710325344e+02,7.782313328064316416e-01,nan,nan,3.332494397774875097e+02
1.003344481605351335e-01,3.332506374083208129e+02,7.782317032542401813e-01,nan,nan,3.332505546296296188e+02
1.010033444816053616e-01,3.332517290917407422e+02,7.782320663785576853e-01,nan,nan,3.332516474058155040e+02
1.016722408026755897e-01,3.332527992997171395e+02,7.782324223896066595e-01,nan,nan,3.332527186850761609e+02
1.023411371237458317e-01,3.332538485918878450e+02,7.782327714570675958e-01,nan,nan,3.332537690275819386e+02
1.030100334448160598e-01,3.332548775097314433e+02,7.782331137696586465e-01,nan,nan,3.332547989753752518e+02
1.036789297658863018e-01,3.332558865773449384e+02,7.782334494993916607e-01,nan,nan,3.332558090530696973e+02
1.043478260869565299e-01,3.332568763020767051e+02,7.782337788096134190e-01,nan,nan,3.332567997685184764e+02
1.050167224080267719e-01,3.332578471751676830e+02,7.782341018629842511e-01,nan,nan,3.332577716134528600e+02
1.056856187290970001e-01,3.332587996723569290e+02,7.782344188198461188e-01,nan,nan,3.332587250640922889e+02
1.063545150501672421e-01,3.332597342544756884e+02,7.782347298297178639e-01,nan,nan,3.332596605817279851e+02
1.070234113712374702e-01,3.332606513679898512e+02,7.782350350454428911e-01,nan,nan,3.332605786132812113e+02
1.076923076923076983e-01,3.332615514455662264e+02,7.782353346048372922e-01,nan,nan,3.332614795918366895e+02
1.083612040133779403e-01,3.332624349065388856e+02,7.782356286465437201e-01,nan,nan,3.332623639371538502e+02
1.090301003344481684e-01,3.332633021574187069e+02,7.782359173090596105e-01,nan,nan,3.332632320561556298e+02
1.096989966555184104e-01,3.332641535923792731e+02,7.782362007135342763e-01,nan,nan,3.332640843433967461e+02
1.103678929765886385e-01,3.332649895936510234e+02,7.782364789999637322e-01,nan,nan,3.332649211815120793e+02
1.110367892976588805e-01,3.332658105320425079e+02,7.782367522736197696e-01,nan,nan,3.332657429416460673e+02
1.117056856187291086e-01,3.332666167672035726e+02,7.782370206841234817e-01,nan,nan,3.332665499838645928e+02
1.123745819397993506e-01,3.332674086482174403e+02,7.782372843144209629e-01,nan,nan,3.332673426575491362e+02
1.130434782608695787e-01,3.332681865137982413e+02,7.782375432935011439e-01,nan,nan,3.332681213017751247e+02
1.137123745819398069e-01,3.332689506927438288e+02,7.782377977348189368e-01,nan,nan,3.332688862456747074e+02
1.143812709030100488e-01,3.332697015042869566e+02,7.782380477256951590e-01,nan,nan,3.332696378087844096e+02
1.150501672240802770e-01,3.332704392583901267e+02,7.782382933791994750e-01,nan,nan,3.332703763013790876e+02
1.157190635451505190e-01,3.332711642560730070e+02,7.782385347993717728e-01,nan,nan,3.332711020247920146e+02
1.163879598662207471e-01,3.332718767897567886e+02,7.782387720744801118e-01,nan,nan,3.332718152717223461e+02
1.170568561872909891e-01,3.332725771435126489e+02,7.782390052984905493e-01,nan,nan,3.332725163265305923e+02
1.177257525083612172e-01,3.332732655933728552e+02,7.782392345664549405e-01,nan,nan,3.332732054655216984e+02
1.183946488294314453e-01,3.332739424075699048e+02,7.782394599756988773e-01,nan,nan,3.332738829572174950e+02
